Date,Price,Dividend,Earnings
1889.08,177.9190158,7.398382911,9.498953787
1889.09,179.9765829,7.280870854,9.489674371
1889.1,176.7042814,7.254692442,9.597660321
1889.11,175.0681306,7.225241728,9.708918572
1889.12,171.9633577,7.111266672,9.697181825
1890.01,178.2503361,7.289047203,9.913104196
1890.02,176.2624142,7.289047203,9.883285367
1890.03,174.9371329,7.289047203,9.856779741
1890.04,178.5816565,7.289047203,9.830274114
1890.05,183.9033447,7.199063316,9.679467859
1890.06,182.5944241,7.199063316,9.653289446
1890.07,181.2855035,7.199063316,9.627111034
1890.08,170.7089063,6.941951828,9.25488396
1890.09,165.8940161,6.860278862,9.121052578
1890.1,158.4100755,6.860278862,9.096106109
1890.11,150.4114026,7.025585685,9.286546896
1890.12,146.8986098,7.025585685,9.260999312
1891.01,156.4478668,7.111266672,9.509702977
1891.02,156.4789539,7.025585685,9.526055499
1891.03,151.7763104,6.941951828,9.545183763
1891.04,154.9799361,6.860278862,9.563852395
1891.05,156.1939161,6.941951828,9.807084673
1891.06,156.7711062,7.111266672,10.18204092
1891.07,156.0887819,7.199063316,10.44518641
1891.08,161.3244643,7.199063316,10.57935077
1891.09,176.5937345,7.289047203,10.85074072
1891.1,176.5937345,7.289047203,10.98989526
1891.11,176.1450649,7.381317004,11.26657386
1891.12,181.5132954,7.381317004,11.40748991
1892.01,189.670188,7.631557291,11.78984381
1892.02,190.014417,7.686633933,11.87590106
1892.03,197.2018868,7.951688986,12.28094188
1892.04,199.5086909,8.12003954,12.53645275
1892.05,199.5086909,8.177349038,12.62599884
1892.06,198.4341379,8.23824038,12.71554493
1892.07,193.2119997,8.080725691,12.46810287
1892.08,193.4567071,8.03086295,12.39224459
1892.09,188.6375009,8.089381882,12.47830184
1892.1,192.4240201,8.147900815,12.56435909
1892.11,186.881526,7.995308373,12.33015454
1892.12,182.5575004,7.951687858,12.25885211
1893.01,179.152435,7.689822877,11.52196052
1893.02,173.864339,7.626680713,11.09765663
1893.03,171.6401183,7.838555309,11.07094925
1893.04,173.75921,7.961509567,10.90658092
1893.05,160.3590385,8.090842395,10.74140501
1893.06,156.6550215,8.325483788,10.70419344
1893.07,145.7808951,8.572474643,10.66502338
1893.08,148.1410298,8.957449029,10.77290283
1893.09,152.4072994,8.631763524,10.02679601
1893.1,154.9030573,8.547206474,9.579893523
1893.11,161.5076385,8.806937312,9.513754111
1893.12,157.9593047,8.954609109,9.312793473
1894.01,159.0338324,9.081862603,9.265929539
1894.02,163.513547,9.08284155,9.08284155
1894.03,173.2468496,9.219344544,9.027274866
1894.04,175.5516857,9.092578557,8.708439201
1894.05,169.0213166,8.961971176,8.385762142
1894.06,166.7164805,8.835205188,8.066926476
1894.07,163.2592263,8.708439201,7.748090811
1894.08,164.6335028,8.336204349,7.216248547
1894.09,164.9239743,8.098945167,6.810476618
1894.1,164.3349324,8.205387061,6.690779389
1894.11,164.3349324,8.076645409,6.372711778
1894.12,165.1799231,8.066926476,6.146229696
1895.01,163.2592263,8.001622786,6.434334213
1895.02,160.9543902,7.940160489,6.72243873
1895.03,160.9543902,7.874856798,7.010543247
1895.04,160.8745017,7.484161602,6.994543553
1895.05,167.38484,7.323540613,7.171042494
1895.06,168.3466512,7.163687287,7.342779469
1895.07,171.3788383,7.200089755,7.715678633
1895.08,176.3361243,7.241193247,8.098945167
1895.09,177.4405259,7.178610489,8.375045571
1895.1,174.8635888,7.116027731,8.651145974
1895.11,168.9734469,7.057126312,8.927246377
1895.12,161.2736354,7.093053409,9.332965012
1896.01,161.6843689,7.164094287,9.341342815
1896.02,170.9420134,7.233344074,9.346110532
1896.03,168.2530379,7.202612925,9.219344544
1896.04,172.2865918,7.277354455,9.226297802
1896.05,174.066915,7.350371092,9.229502561
1896.06,173.4913603,7.429606863,9.236808533
1896.07,162.2465499,7.397478834,9.10428041
1896.08,153.0097413,7.3613348,8.967736284
1896.09,161.0417488,7.32920677,8.835208162
1896.1,159.8133544,7.082460121,8.446720463
1896.11,165.84954,6.846026676,8.076645409
1896.12,159.7911094,6.815734522,7.951690276
1897.01,164.4908184,7.016196047,8.50908665
1897.02,162.9316638,7.016196047,8.836509133
1897.03,163.3214524,7.016196047,9.160033728
1897.04,160.6162897,7.120919249,9.625109185
1897.05,163.8529514,7.228806678,10.10828134
1897.06,171.4833584,7.228806678,10.44160965
1897.07,179.1137655,7.228806678,10.77493795
1897.08,182.4661941,6.914508408,10.62913598
1897.09,185.912663,6.719734809,10.63958011
1897.1,182.5102244,6.815734522,11.10586075
1897.11,176.0731418,6.815734522,11.42392836
1897.12,179.859661,6.815734522,11.73820946
1898.01,184.7821359,6.880105348,11.86316459
1898.02,181.8061584,6.842929947,11.82300008
1898.03,173.5931492,6.906394109,11.94619522
1898.04,170.6066004,6.969858271,12.06939035
1898.05,169.8452055,6.567115441,11.39392785
1898.06,188.8992118,7.093053409,12.31951382
1898.07,192.3551743,7.258757266,12.62046842
1898.08,199.5495607,7.319341573,12.74921008
1898.09,199.1709088,7.383712399,12.87416521
1898.1,195.0057377,7.448083225,12.99912034
1898.11,201.4428203,7.508667532,13.12786199
1898.12,210.9250093,7.46637201,13.06615102
1899.01,226.9777091,7.496237498,13.46933511
1899.02,229.110269,7.323540613,13.49608352
1899.03,232.3780859,7.352587874,13.88822154
1899.04,232.1034681,7.281888127,14.08739105
1899.05,222.4324903,7.31412472,14.47781201
1899.06,214.5188984,7.244872187,14.66644857
1899.07,219.0201007,7.177442154,14.85012084
1899.08,221.6834865,7.115213766,15.03248114
1899.09,211.0510486,6.874896794,14.82658465
1899.1,207.4639156,6.81620404,14.99695781
1899.11,208.8126486,6.762168126,15.16639237
1899.12,192.2455719,6.706240881,15.32855058
1900.01,194.8003303,6.945749484,15.32855058
1900.02,195.9523675,7.09972346,15.14607672
1900.03,197.5300838,7.336380909,15.14607672
1900.04,200.05443,7.573038358,15.14607672
1900.05,195.2365941,8.000175006,15.51549092
1900.06,191.7568683,8.344368844,15.70704723
1900.07,189.418285,8.485034097,15.51549092
1900.08,194.3747095,8.83521407,15.70704723
1900.09,187.4788486,8.969893188,15.51549092
1900.1,196.6653206,9.326059296,15.70704723
1900.11,212.0451377,9.571481909,15.70704723
1900.12,227.6170649,9.939609822,15.90337572
1901.01,231.3517166,9.872533647,15.76267636
1901.02,240.2072374,10.04894553,16.01271142
1901.03,248.8215659,10.10526999,16.06903588
1901.04,273.1087291,10.29022693,16.3294863
1901.05,259.3526384,10.34390924,16.3831686
1901.06,285.1872479,10.40094669,16.44020605
1901.07,262.7370196,10.32725461,16.2910205
1901.08,263.0930412,10.25212062,16.14226334
1901.09,258.5915153,10.18204092,16.00035001
1901.1,255.6823608,10.23699161,16.05530071
1901.11,258.0306015,10.16474511,15.91295158
1901.12,250.8568956,10.09738448,15.77716325
1902.01,259.3079807,10.24458131,16.31213258
1902.02,261.5433944,10.27332234,16.66021842
1902.03,261.8627392,10.29886992,17.0051108
1902.04,267.5806886,10.20151375,17.14346558
1902.05,263.8089053,10.1095564,17.28166611
1902.06,259.2007398,10.01667544,17.41360499
1902.07,265.0566423,10.04133187,17.74646682
1902.08,275.3466471,10.18751411,18.2951164
1902.09,272.7617773,10.09372679,18.41527253
1902.1,246.9049619,9.458447957,17.52535453
1902.11,245.4013842,9.804142681,18.44084188
1902.12,237.0784934,9.718745691,18.55396905
1903.01,246.4147868,9.661440283,18.10828286
1903.02,244.9584347,9.708043552,17.86361569
1903.03,243.3690401,10.09017679,18.22255808
1903.04,233.429463,10.14138067,17.97256265
1903.05,234.2361025,10.42658862,18.13172357
1903.06,221.2914758,10.47898353,17.87591309
1903.07,211.1206977,10.53137845,17.62010261
1903.08,204.3401789,10.58069132,17.36121007
1903.09,197.1163654,10.51084174,16.90874541
1903.1,192.9365792,10.68548115,16.84958911
1903.11,195.8297784,10.86106876,16.78585505
1903.12,204.8728733,10.91408001,16.52703544
1904.01,203.514269,10.56263429,16.04655172
1904.02,193.581189,10.22406495,15.5847748
1904.03,195.177151,10.24077644,15.66236397
1904.04,202.2956207,10.25797221,15.74188964
1904.05,202.6900573,10.39332248,16.00627791
1904.06,203.0018881,10.29041829,15.90337373
1904.07,211.4213213,10.18751411,15.80046954
1904.08,216.051984,9.96428052,15.51197768
1904.09,223.0126421,9.749186541,15.23310397
1904.1,236.1131115,9.648648054,15.13256548
1904.11,243.3166637,9.330613311,14.69132316
1904.12,245.6992014,9.23233363,14.59304348
1905.01,251.0599113,9.282962556,15.0397693
1905.02,262.0791482,9.330613311,15.48649512
1905.03,272.5853729,9.487778172,16.11416293
1905.04,269.2721805,9.538982054,16.56596189
1905.05,258.9627675,9.697393987,17.21340749
1905.06,262.0093883,9.749186541,17.67040061
1905.07,270.2352644,9.800979094,18.12739372
1905.08,277.1033625,9.737773597,18.37315773
1905.09,281.2030993,9.90151758,19.04137996
1905.1,285.1637063,9.953310134,19.49837308
1905.11,280.4165549,9.88837325,19.72855461
1905.12,284.117622,9.827968058,19.95375333
1906.01,293.9455901,10.00070204,20.17711624
1906.02,291.8608696,10.1764142,20.40047915
1906.03,284.7132565,10.34914818,20.62384206
1906.04,280.8416327,10.52188217,20.84720497
1906.05,270.3578347,10.57870743,20.83640175
1906.06,273.891924,10.74952175,21.05728233
1906.07,276.0238439,11.2968699,22.01183524
1906.08,289.7761491,11.21877445,21.74065661
1906.09,295.3909675,11.26490978,21.71992408
1906.1,280.3250034,11.18707079,21.46373356
1906.11,283.0128454,11.23501144,21.44684452
1906.12,277.4636659,11.27901081,21.43012054
1907.01,272.467553,11.49436863,21.42404389
1907.02,258.3600169,11.34719426,20.73855298
1907.03,235.4493506,11.56098608,20.72518236
1907.04,236.5772517,11.65403792,20.49114289
1907.05,223.6406658,11.5050698,19.83223336
1907.06,214.2319383,11.47671098,19.40110666
1907.07,222.429589,11.56688514,19.17430499
1907.08,205.7610326,11.65979185,18.94477077
1907.09,203.5749924,11.749966,18.7179691
1907.1,179.5895073,11.71929722,18.30244271
1907.11,176.2345439,12.31386005,18.84440731
1907.12,189.2842007,12.67656747,19.01485121
1908.01,199.520247,12.71977984,19.02869743
1908.02,194.3749138,12.7610076,19.04579648
1908.03,202.3266148,12.66382014,18.84847649
1908.04,210.8797939,12.4285094,18.44615656
1908.05,222.2393408,12.32947745,18.25391807
1908.06,222.5306113,12.23335821,18.05876688
1908.07,228.1782145,12.0052856,17.66940643
1908.08,237.9737439,11.90733031,17.47925792
1908.09,235.3808097,11.81225605,17.28622837
1908.1,235.7015338,11.59127132,16.90951875
1908.11,248.9841636,11.37206265,16.5434891
1908.12,251.9428675,11.16025991,16.18237687
1909.01,255.4695948,11.37206265,16.77752858
1909.02,245.525718,11.34719426,17.01939636
1909.03,248.873796,11.43926641,17.43790611
1909.04,254.6736817,11.29363011,17.48832149
1909.05,260.4588789,11.27032345,17.71553122
1909.06,262.378909,11.24481039,17.9381499
1909.07,266.1271792,11.33316247,18.33975027
1909.08,269.8267004,11.30992663,18.55389885
1909.09,267.4192933,11.2846218,18.76396415
1909.1,263.2549577,11.15037861,18.78554439
1909.11,259.4488354,11.12979434,18.98716919
1909.12,260.0065963,11.1070779,19.18495274
1910.01,256.9002221,11.27761391,19.30574585
1910.02,247.7252141,11.34132925,19.24203052
1910.03,249.0534549,11.18990171,18.81653864
1910.04,240.7801814,11.14723062,18.5787177
1910.05,241.3265108,11.42261989,18.86941075
1910.06,231.9238116,11.59619058,18.98716919
1910.07,220.2001903,11.65990591,18.92345386
1910.08,227.7425587,11.83746633,19.04288061
1910.09,231.5349526,12.01850904,19.16464956
1910.1,249.5276972,12.4496115,19.67841818
1910.11,254.4004267,12.77467234,20.01593046
1910.12,247.2957961,12.8429861,19.9476167
1911.01,253.3074066,12.8429861,19.62790833
1911.02,265.9026798,13.2528377,19.92719235
1911.03,260.0340559,13.1133054,19.3909516
1911.04,267.3603321,13.54087889,19.68613308
1911.05,273.1224083,13.54087889,19.35193266
1911.06,278.5963806,13.54087889,19.01485121
1911.07,274.4626083,13.39537133,18.4770622
1911.08,253.1833216,12.97668061,17.57926073
1911.09,236.9121052,12.8429861,17.07843896
1911.1,238.2783803,12.8429861,16.75873058
1911.11,250.4223257,12.97668061,16.61291217
1911.12,254.1749195,13.1133054,16.46138337
1912.01,251.8028237,12.99876857,16.54388727
1912.02,247.0225411,12.88943945,16.62210307
1912.03,248.99223,12.65041169,16.5325486
1912.04,249.2054092,12.29915747,16.28540458
1912.05,248.9455495,12.32254484,16.52187687
1912.06,251.4108763,12.46557059,16.92693269
1912.07,251.6733094,12.48656523,17.16837111
1912.08,254.9223216,12.38750975,17.23649092
1912.09,253.7335173,12.28780472,17.3058611
1912.1,253.2188449,12.30839162,17.54261042
1912.11,250.3881464,12.33155188,17.77678639
1912.12,243.7483564,12.47326344,18.19017585
1913.01,239.3226888,12.35213878,17.8642807
1913.02,230.8305934,12.35213878,17.71245233
1913.03,226.4558776,12.35213878,17.56319732
1913.04,226.1985413,12.35213878,17.41394231
1913.05,222.2907448,12.47948041,17.44007388
1913.06,208.9570143,12.35213878,17.11285893
1913.07,209.6484429,12.2273697,16.79225438
1913.08,215.252654,12.2273697,16.64195963
1913.09,215.1176435,12.105096,16.32927013
1913.1,208.308527,12.105096,16.18300022
1913.11,201.0025223,11.98524356,15.87545387
1913.12,202.760358,12.105096,15.8879385
1914.01,211.0826115,11.97900125,15.65592416
1914.02,216.0168646,11.97263283,15.58225426
1914.03,211.9410747,11.84526439,15.34789634
1914.04,208.9570143,11.83746633,15.2677582
1914.05,208.1200217,11.59052753,14.88172787
1914.06,207.1010742,11.46315909,14.64736995
1914.07,193.681536,11.22243275,14.26888191
1914.08,189.8838588,10.87876275,13.76410732
1914.09,189.8838588,10.75514044,13.53664228
1914.1,191.763897,10.73678069,13.44095127
1914.11,189.8838588,10.50789583,13.08418465
1914.12,183.5240421,10.48708812,12.98401386
1915.01,186.7700455,10.50706352,13.73309158
1915.02,186.115851,10.63483122,14.626991
1915.03,192.8358096,10.7626327,15.53894899
1915.04,205.282253,10.67518154,16.140128
1915.05,198.5055965,10.591959,16.72940248
1915.06,200.7528297,10.61193441,17.4784802
1915.07,200.003752,10.63190981,18.22755792
1915.08,208.4932995,10.65438214,18.97663564
1915.09,216.2337693,10.67435755,19.72571337
1915.1,225.9815716,10.58948655,20.27405784
1915.11,231.6225893,10.50871198,20.81175485
1915.12,232.1122777,10.52829951,21.54628738
1916.01,226.2430803,10.68895496,22.65340682
1916.02,223.0907115,10.95326896,23.9652772
1916.03,220.2454967,11.10834702,25.02680562
1916.04,215.7885627,11.26049909,26.0992341
1916.05,218.4856696,11.4121641,27.12804808
1916.06,218.5642333,11.55868542,28.13780995
1916.07,215.528619,11.81087492,29.39875745
1916.08,215.1708578,11.95470777,30.37842326
1916.09,219.9274198,11.98468119,31.08065189
1916.1,222.7301956,12.01359362,31.73570522
1916.11,223.900417,12.04369334,32.36797409
1916.12,213.0566466,12.17466552,33.26292543
1917.01,206.2780782,12.30339885,32.5259791
1917.02,189.7725988,12.22488601,31.271498
1917.03,195.6570204,12.45185656,30.85118217
1917.04,183.5379139,12.07507344,28.96176242
1917.05,174.5624195,12.10115554,28.09548648
1917.06,175.3686985,12.12449519,27.25586519
1917.07,173.1832582,12.52672532,27.26798969
1917.08,165.4751104,12.54545767,26.44109912
1917.09,153.9683263,12.46726288,25.46545102
1917.1,143.4678044,12.48431429,24.6958903
1917.11,131.5121541,12.68793396,24.30359552
1917.12,125.1743504,12.70151496,23.56223066
1918.01,129.8775925,12.24920429,22.62500086
1918.02,132.8913465,11.9834727,22.03528113
1918.03,131.13854,11.88893357,21.76035114
1918.04,128.0483306,11.54388556,21.00987173
1918.05,129.3993021,11.13112276,20.15776762
1918.06,127.8103248,10.80812143,19.47177432
1918.07,125.4266983,10.35480066,18.55513474
1918.08,124.129637,9.989324351,17.80064847
1918.09,121.1152121,9.637815287,17.07499608
1918.1,123.8880919,9.299487813,16.36079381
1918.11,124.7022926,8.97361411,15.68835294
1918.12,120.7452758,8.712000909,15.13137
1919.01,119.9810652,8.661563009,15.05494894
1919.02,122.6699543,8.769033664,15.25590802
1919.03,124.8645573,8.61134878,14.99297332
1919.04,126.6987967,8.406820039,14.64813263
1919.05,133.8544269,8.256594695,14.40016967
1919.06,137.4358163,8.207350592,14.3255574
1919.07,137.834606,7.923678141,13.8414352
1919.08,126.3797099,7.740935331,13.53559463
1919.09,127.6532244,7.650692697,13.38871222
1919.1,131.946661,7.477906334,13.09713425
1919.11,125.2768381,7.269873532,12.74579365
1919.12,119.0227693,7.071980688,12.4093246
1920.01,115.379963,6.903197557,12.01101494
1920.02,104.7556385,6.811703059,11.74685758
1920.03,110.988983,6.720786168,11.48934397
1920.04,106.8389015,6.501022924,11.01558767
1920.05,98.67220243,6.386760299,10.72172641
1920.06,95.56654737,6.274571292,10.43750801
1920.07,95.90475697,6.284125858,10.35674379
1920.08,94.4157734,6.419030278,10.47642391
1920.09,99.23656825,6.493879625,10.49738794
1920.1,99.86197286,6.504968359,10.41327197
1920.11,95.27158889,6.517442785,10.32703266
1920.12,88.52631418,6.629723969,10.39956701
1921.01,94.37196553,6.713549953,10.05439717
1921.02,96.76401467,6.87627566,9.799755027
1921.03,94.81222732,6.85597138,9.267619604
1921.04,96.27786989,6.873208859,8.777866575
1921.05,101.4457198,6.970118836,8.370696681
1921.06,93.85461506,6.949540199,7.809277131
1921.07,93.03940311,6.850435684,7.159617161
1921.08,91.89956356,6.792018907,6.554077401
1921.09,95.25557686,6.8091165,6.016520929
1921.1,96.55255143,6.74859102,5.404060714
