id,date,shop,region,item,price,quote_date,year,month,quarter
48700,1,94,London,394,1.6,199601,1996,1,1
48701,1,99,London,394,1.8,199601,1996,1,1
48702,1,103,London,394,1.6,199601,1996,1,1
48703,1,103,London,394,1.48,199601,1996,1,1
48704,1,112,London,394,1.6,199601,1996,1,1
48705,1,124,London,394,1.79,199601,1996,1,1
48706,1,118,London,394,1.4,199601,1996,1,1
48707,1,115,London,394,1.73,199601,1996,1,1
48708,1,109,London,394,1.75,199601,1996,1,1
48709,1,122,London,394,1.74,199601,1996,1,1
48710,1,133,London,394,1.65,199601,1996,1,1
48711,1,139,London,394,1.75,199601,1996,1,1
48712,1,155,London,394,1.85,199601,1996,1,1
48713,1,158,London,394,1.8,199601,1996,1,1
48714,1,156,London,394,1.74,199601,1996,1,1
48715,1,178,London,394,.99000001,199601,1996,1,1
48716,1,178,London,394,1.55,199601,1996,1,1
48717,1,186,London,394,1.8,199601,1996,1,1
48718,1,211,London,394,1.7,199601,1996,1,1
48719,1,189,London,394,1.72,199601,1996,1,1
48720,1,224,London,394,1.67,199601,1996,1,1
48721,1,226,London,394,1.6,199601,1996,1,1
48722,1,231,London,394,1.45,199601,1996,1,1
48723,1,230,London,394,1.73,199601,1996,1,1
48724,1,242,London,394,1.5,199601,1996,1,1
48725,1,248,London,394,1.47,199601,1996,1,1
48726,1,218,London,394,1.63,199601,1996,1,1
48727,1,239,London,394,1.5700001,199601,1996,1,1
48728,1,235,London,394,1.7,199601,1996,1,1
48729,1,234,London,394,1.52,199601,1996,1,1
48730,1,245,London,394,1.55,199601,1996,1,1
48731,1,190,London,394,1.74,199601,1996,1,1
48732,1,202,London,394,1.85,199601,1996,1,1
48733,1,207,London,394,1.85,199601,1996,1,1
48734,1,207,London,394,1.5,199601,1996,1,1
48735,1,316,London,394,1.65,199601,1996,1,1
48736,1,316,London,394,1.78,199601,1996,1,1
48737,1,275,London,394,1.63,199601,1996,1,1
48738,1,296,London,394,1.1,199601,1996,1,1
48739,1,340,London,394,1.75,199601,1996,1,1
48740,1,284,London,394,1.8,199601,1996,1,1
48741,1,361,London,394,1.6,199601,1996,1,1
48742,1,375,London,394,1.8,199601,1996,1,1
49336,1,23,Wales,394,1.3,199601,1996,1,1
49337,1,55,Wales,394,1.54,199601,1996,1,1
49338,1,18,Wales,394,1.35,199601,1996,1,1
49339,1,28,Wales,394,1.5599999,199601,1996,1,1
49340,1,82,Wales,394,1.3,199601,1996,1,1
49341,1,82,Wales,394,1.16,199601,1996,1,1
49342,1,38,Wales,394,1.5,199601,1996,1,1
49343,1,38,Wales,394,1.48,199601,1996,1,1
49344,1,38,Wales,394,1.35,199601,1996,1,1
49345,1,32,Wales,394,1.45,199601,1996,1,1
49346,1,96,Wales,394,1.42,199601,1996,1,1
49347,1,89,Wales,394,1.42,199601,1996,1,1
49348,1,83,Wales,394,1.3200001,199601,1996,1,1
49349,1,69,Wales,394,1.3,199601,1996,1,1
49350,1,44,Wales,394,1.45,199601,1996,1,1
49351,1,93,Wales,394,1.4,199601,1996,1,1
49352,1,64,Wales,394,1.4,199601,1996,1,1
49353,1,64,Wales,394,1.38,199601,1996,1,1
49354,1,63,Wales,394,1.34,199601,1996,1,1
49355,1,77,Wales,394,1.4,199601,1996,1,1
49356,1,73,Wales,394,1.35,199601,1996,1,1
49357,1,87,Wales,394,1.5,199601,1996,1,1
49358,1,100,Wales,394,1.41,199601,1996,1,1
49359,1,97,Wales,394,1.41,199601,1996,1,1
49360,1,120,Wales,394,1.48,199601,1996,1,1
49361,1,103,Wales,394,1.47,199601,1996,1,1
49362,1,112,Wales,394,1.29,199601,1996,1,1
49363,1,117,Wales,394,1.5599999,199601,1996,1,1
49364,1,155,Wales,394,1.5599999,199601,1996,1,1
49365,1,155,Wales,394,1.4,199601,1996,1,1
49366,1,138,Wales,394,1.45,199601,1996,1,1
49367,1,172,Wales,394,1.46,199601,1996,1,1
49368,1,189,Wales,394,1.42,199601,1996,1,1
49369,1,222,Wales,394,1.46,199601,1996,1,1
49370,1,231,Wales,394,1.51,199601,1996,1,1
49371,1,223,Wales,394,1.37,199601,1996,1,1
49372,1,230,Wales,394,1.48,199601,1996,1,1
49373,1,242,Wales,394,1.5,199601,1996,1,1
49374,1,207,Wales,394,1.2,199601,1996,1,1
49375,1,272,Wales,394,1.4,199601,1996,1,1
49376,1,313,Wales,394,1.6,199601,1996,1,1
49377,1,313,Wales,394,1.8,199601,1996,1,1
49378,1,303,Wales,394,1.8,199601,1996,1,1
49379,1,367,Wales,394,1.4299999,199601,1996,1,1
49380,1,305,Wales,394,1.45,199601,1996,1,1
177280,2,58,London,394,1.65,199602,1996,2,1
177281,2,50,London,394,1.45,199602,1996,2,1
177282,2,20,London,394,1.8,199602,1996,2,1
177283,2,17,London,394,1.66,199602,1996,2,1
177284,2,39,London,394,1.5,199602,1996,2,1
177285,2,55,London,394,1.9,199602,1996,2,1
177286,2,18,London,394,1.8,199602,1996,2,1
177287,2,51,London,394,1.4,199602,1996,2,1
177288,2,51,London,394,1.6799999,199602,1996,2,1
177289,2,25,London,394,1.9,199602,1996,2,1
177290,2,25,London,394,1.5700001,199602,1996,2,1
177291,2,34,London,394,1.46,199602,1996,2,1
177292,2,28,London,394,1.64,199602,1996,2,1
177293,2,82,London,394,1.9,199602,1996,2,1
177294,2,45,London,394,1.76,199602,1996,2,1
177295,2,45,London,394,1.55,199602,1996,2,1
177296,2,42,London,394,1.85,199602,1996,2,1
177297,2,70,London,394,1.72,199602,1996,2,1
177298,2,15,London,394,1.45,199602,1996,2,1
177299,2,24,London,394,1.39,199602,1996,2,1
177300,2,72,London,394,1.85,199602,1996,2,1
177301,2,41,London,394,1.4,199602,1996,2,1
177302,2,33,London,394,1.76,199602,1996,2,1
177303,2,83,London,394,1.45,199602,1996,2,1
177304,2,56,London,394,2,199602,1996,2,1
177305,2,21,London,394,1.63,199602,1996,2,1
177306,2,64,London,394,1.8,199602,1996,2,1
177307,2,64,London,394,1.8,199602,1996,2,1
177308,2,64,London,394,1.41,199602,1996,2,1
177309,2,63,London,394,2,199602,1996,2,1
177310,2,77,London,394,1.8,199602,1996,2,1
177311,2,77,London,394,1.74,199602,1996,2,1
177312,2,77,London,394,1.72,199602,1996,2,1
177313,2,90,London,394,1.75,199602,1996,2,1
177314,2,98,London,394,1.95,199602,1996,2,1
177315,2,59,London,394,1.9,199602,1996,2,1
177316,2,65,London,394,1.95,199602,1996,2,1
177317,2,73,London,394,1.67,199602,1996,2,1
177318,2,57,London,394,1.74,199602,1996,2,1
177319,2,57,London,394,1.78,199602,1996,2,1
177320,2,52,London,394,1.6,199602,1996,2,1
177321,2,53,London,394,1.55,199602,1996,2,1
177322,2,74,London,394,.99000001,199602,1996,2,1
177323,2,74,London,394,2,199602,1996,2,1
177324,2,95,London,394,1.63,199602,1996,2,1
177325,2,95,London,394,1.35,199602,1996,2,1
177326,2,85,London,394,1.95,199602,1996,2,1
177327,2,106,London,394,1.79,199602,1996,2,1
177328,2,106,London,394,.99000001,199602,1996,2,1
177329,2,92,London,394,1.55,199602,1996,2,1
177330,2,94,London,394,1.6,199602,1996,2,1
177331,2,99,London,394,1.8,199602,1996,2,1
177332,2,103,London,394,1.6,199602,1996,2,1
177333,2,103,London,394,1.48,199602,1996,2,1
177334,2,112,London,394,1.6,199602,1996,2,1
177335,2,124,London,394,1.79,199602,1996,2,1
177336,2,118,London,394,1.4,199602,1996,2,1
177337,2,115,London,394,1.73,199602,1996,2,1
177338,2,109,London,394,1.75,199602,1996,2,1
177339,2,122,London,394,1.8,199602,1996,2,1
177340,2,133,London,394,1.65,199602,1996,2,1
177341,2,158,London,394,1.8,199602,1996,2,1
177342,2,156,London,394,1.74,199602,1996,2,1
177343,2,178,London,394,1.55,199602,1996,2,1
177344,2,178,London,394,.99000001,199602,1996,2,1
177345,2,186,London,394,1.8,199602,1996,2,1
177346,2,211,London,394,1.75,199602,1996,2,1
177347,2,189,London,394,1.72,199602,1996,2,1
177348,2,224,London,394,1.67,199602,1996,2,1
177349,2,226,London,394,1.6,199602,1996,2,1
177350,2,231,London,394,1.45,199602,1996,2,1
177351,2,230,London,394,1.73,199602,1996,2,1
177352,2,242,London,394,1.5,199602,1996,2,1
177353,2,248,London,394,1.47,199602,1996,2,1
177354,2,218,London,394,1.63,199602,1996,2,1
177355,2,239,London,394,1.5700001,199602,1996,2,1
177356,2,235,London,394,1.7,199602,1996,2,1
177357,2,234,London,394,1.52,199602,1996,2,1
177358,2,245,London,394,1.6,199602,1996,2,1
177359,2,190,London,394,1.74,199602,1996,2,1
177360,2,202,London,394,1.85,199602,1996,2,1
177361,2,207,London,394,1.85,199602,1996,2,1
177362,2,207,London,394,1.5,199602,1996,2,1
177363,2,316,London,394,1.78,199602,1996,2,1
177364,2,316,London,394,1.65,199602,1996,2,1
177365,2,275,London,394,1.63,199602,1996,2,1
177366,2,296,London,394,1.1,199602,1996,2,1
177367,2,340,London,394,1.75,199602,1996,2,1
177368,2,284,London,394,1.8,199602,1996,2,1
177369,2,361,London,394,1.6,199602,1996,2,1
177370,2,375,London,394,1.8,199602,1996,2,1
177943,2,26,Wales,394,1.35,199602,1996,2,1
177944,2,23,Wales,394,1.4400001,199602,1996,2,1
177945,2,23,Wales,394,1.3,199602,1996,2,1
177946,2,39,Wales,394,1.4400001,199602,1996,2,1
177947,2,55,Wales,394,1.54,199602,1996,2,1
177948,2,18,Wales,394,1.35,199602,1996,2,1
177949,2,28,Wales,394,1.5599999,199602,1996,2,1
177950,2,82,Wales,394,1.3,199602,1996,2,1
177951,2,82,Wales,394,1.2,199602,1996,2,1
177952,2,38,Wales,394,1.5,199602,1996,2,1
177953,2,38,Wales,394,1.48,199602,1996,2,1
177954,2,32,Wales,394,1.45,199602,1996,2,1
177955,2,96,Wales,394,1.42,199602,1996,2,1
177956,2,33,Wales,394,1.45,199602,1996,2,1
177957,2,64,Wales,394,1.38,199602,1996,2,1
177958,2,63,Wales,394,1.34,199602,1996,2,1
177959,2,73,Wales,394,1.35,199602,1996,2,1
177960,2,87,Wales,394,1.5,199602,1996,2,1
177961,2,100,Wales,394,1.41,199602,1996,2,1
177962,2,97,Wales,394,1.41,199602,1996,2,1
177963,2,103,Wales,394,1.47,199602,1996,2,1
177964,2,112,Wales,394,1.29,199602,1996,2,1
177965,2,117,Wales,394,1.5599999,199602,1996,2,1
177966,2,138,Wales,394,1.45,199602,1996,2,1
177967,2,172,Wales,394,1.46,199602,1996,2,1
177968,2,189,Wales,394,1.42,199602,1996,2,1
177969,2,222,Wales,394,1.46,199602,1996,2,1
177970,2,231,Wales,394,1.51,199602,1996,2,1
177971,2,223,Wales,394,1.37,199602,1996,2,1
177972,2,230,Wales,394,1.48,199602,1996,2,1
177973,2,242,Wales,394,1.5,199602,1996,2,1
177974,2,207,Wales,394,1.2,199602,1996,2,1
177975,2,254,Wales,394,.99000001,199602,1996,2,1
177976,2,313,Wales,394,1.8,199602,1996,2,1
177977,2,303,Wales,394,1.8,199602,1996,2,1
177978,2,275,Wales,394,1.4,199602,1996,2,1
177979,2,367,Wales,394,1.4299999,199602,1996,2,1
177980,2,305,Wales,394,1.45,199602,1996,2,1
306291,3,58,London,394,1.65,199603,1996,3,1
306292,3,50,London,394,1.45,199603,1996,3,1
306293,3,20,London,394,1.8,199603,1996,3,1
306294,3,17,London,394,1.66,199603,1996,3,1
306295,3,39,London,394,1.5,199603,1996,3,1
306296,3,55,London,394,1.9,199603,1996,3,1
306297,3,18,London,394,1.8,199603,1996,3,1
306298,3,51,London,394,1.6799999,199603,1996,3,1
306299,3,51,London,394,1.4,199603,1996,3,1
306300,3,25,London,394,1.59,199603,1996,3,1
306301,3,25,London,394,1.9,199603,1996,3,1
306302,3,34,London,394,1.46,199603,1996,3,1
306303,3,82,London,394,1.9,199603,1996,3,1
306304,3,45,London,394,1.76,199603,1996,3,1
306305,3,45,London,394,1.55,199603,1996,3,1
306306,3,42,London,394,1.86,199603,1996,3,1
306307,3,70,London,394,1.72,199603,1996,3,1
306308,3,15,London,394,1.49,199603,1996,3,1
306309,3,24,London,394,1.39,199603,1996,3,1
306310,3,72,London,394,1.85,199603,1996,3,1
306311,3,41,London,394,1.4,199603,1996,3,1
306312,3,33,London,394,1.76,199603,1996,3,1
306313,3,83,London,394,1.45,199603,1996,3,1
306314,3,69,London,394,1.6900001,199603,1996,3,1
306315,3,56,London,394,2,199603,1996,3,1
306316,3,21,London,394,1.64,199603,1996,3,1
306317,3,64,London,394,1.8,199603,1996,3,1
306318,3,64,London,394,1.45,199603,1996,3,1
306319,3,64,London,394,1.8,199603,1996,3,1
306320,3,63,London,394,2,199603,1996,3,1
306321,3,77,London,394,1.72,199603,1996,3,1
306322,3,77,London,394,1.85,199603,1996,3,1
306323,3,77,London,394,1.74,199603,1996,3,1
306324,3,90,London,394,1.75,199603,1996,3,1
306325,3,98,London,394,1.95,199603,1996,3,1
306326,3,59,London,394,1.9,199603,1996,3,1
306327,3,65,London,394,1.95,199603,1996,3,1
306328,3,73,London,394,1.67,199603,1996,3,1
306329,3,57,London,394,1.78,199603,1996,3,1
306330,3,57,London,394,1.78,199603,1996,3,1
306331,3,52,London,394,1.6,199603,1996,3,1
306332,3,53,London,394,1.55,199603,1996,3,1
306333,3,74,London,394,2,199603,1996,3,1
306334,3,74,London,394,.99000001,199603,1996,3,1
306335,3,95,London,394,1.35,199603,1996,3,1
306336,3,95,London,394,1.63,199603,1996,3,1
306337,3,85,London,394,1.95,199603,1996,3,1
306338,3,106,London,394,1.79,199603,1996,3,1
306339,3,106,London,394,.99000001,199603,1996,3,1
306340,3,92,London,394,1.55,199603,1996,3,1
306341,3,94,London,394,1.64,199603,1996,3,1
306342,3,99,London,394,1.8,199603,1996,3,1
306343,3,103,London,394,1.6,199603,1996,3,1
306344,3,103,London,394,1.48,199603,1996,3,1
306345,3,112,London,394,1.6,199603,1996,3,1
306346,3,124,London,394,1.79,199603,1996,3,1
306347,3,118,London,394,1.4,199603,1996,3,1
306348,3,115,London,394,1.73,199603,1996,3,1
306349,3,109,London,394,1.75,199603,1996,3,1
306350,3,122,London,394,1.8,199603,1996,3,1
306351,3,133,London,394,1.65,199603,1996,3,1
306352,3,158,London,394,1.8,199603,1996,3,1
306353,3,156,London,394,1.74,199603,1996,3,1
306354,3,178,London,394,.99000001,199603,1996,3,1
306355,3,178,London,394,1.55,199603,1996,3,1
306356,3,186,London,394,1.8,199603,1996,3,1
306357,3,215,London,394,1.45,199603,1996,3,1
306358,3,211,London,394,1.75,199603,1996,3,1
306359,3,189,London,394,1.72,199603,1996,3,1
306360,3,224,London,394,1.67,199603,1996,3,1
306361,3,226,London,394,1.6,199603,1996,3,1
306362,3,231,London,394,1.45,199603,1996,3,1
306363,3,230,London,394,1.73,199603,1996,3,1
306364,3,242,London,394,1.5,199603,1996,3,1
306365,3,248,London,394,1.5,199603,1996,3,1
306366,3,218,London,394,1.63,199603,1996,3,1
306367,3,239,London,394,1.59,199603,1996,3,1
306368,3,235,London,394,1.7,199603,1996,3,1
306369,3,234,London,394,1.52,199603,1996,3,1
306370,3,245,London,394,1.6,199603,1996,3,1
306371,3,190,London,394,1.74,199603,1996,3,1
306372,3,202,London,394,1.85,199603,1996,3,1
306373,3,207,London,394,1.85,199603,1996,3,1
306374,3,207,London,394,1.5,199603,1996,3,1
306375,3,316,London,394,1.65,199603,1996,3,1
306376,3,316,London,394,1.78,199603,1996,3,1
306377,3,275,London,394,1.67,199603,1996,3,1
306378,3,296,London,394,1.1,199603,1996,3,1
306379,3,340,London,394,1.75,199603,1996,3,1
306380,3,284,London,394,1.8,199603,1996,3,1
306381,3,361,London,394,1.6,199603,1996,3,1
306382,3,317,London,394,1.78,199603,1996,3,1
306383,3,375,London,394,1.8,199603,1996,3,1
306958,3,26,Wales,394,1.35,199603,1996,3,1
306959,3,23,Wales,394,1.3,199603,1996,3,1
306960,3,23,Wales,394,1.4400001,199603,1996,3,1
306961,3,39,Wales,394,1.4400001,199603,1996,3,1
306962,3,18,Wales,394,1.35,199603,1996,3,1
306963,3,28,Wales,394,1.36,199603,1996,3,1
306964,3,28,Wales,394,1.5599999,199603,1996,3,1
306965,3,82,Wales,394,1.3,199603,1996,3,1
306966,3,38,Wales,394,1.5,199603,1996,3,1
306967,3,38,Wales,394,1.48,199603,1996,3,1
306968,3,32,Wales,394,1.45,199603,1996,3,1
306969,3,96,Wales,394,1.42,199603,1996,3,1
306970,3,33,Wales,394,1.45,199603,1996,3,1
306971,3,64,Wales,394,1.38,199603,1996,3,1
306972,3,63,Wales,394,1.34,199603,1996,3,1
306973,3,73,Wales,394,1.35,199603,1996,3,1
306974,3,87,Wales,394,1.5,199603,1996,3,1
306975,3,100,Wales,394,1.41,199603,1996,3,1
306976,3,103,Wales,394,1.47,199603,1996,3,1
306977,3,112,Wales,394,1.29,199603,1996,3,1
306978,3,117,Wales,394,1.5599999,199603,1996,3,1
306979,3,138,Wales,394,1.45,199603,1996,3,1
306980,3,172,Wales,394,1.46,199603,1996,3,1
306981,3,189,Wales,394,1.42,199603,1996,3,1
306982,3,222,Wales,394,1.46,199603,1996,3,1
306983,3,231,Wales,394,1.51,199603,1996,3,1
306984,3,223,Wales,394,1.37,199603,1996,3,1
306985,3,230,Wales,394,1.48,199603,1996,3,1
306986,3,242,Wales,394,1.5,199603,1996,3,1
306987,3,207,Wales,394,1.2,199603,1996,3,1
306988,3,254,Wales,394,.99000001,199603,1996,3,1
306989,3,313,Wales,394,1.8,199603,1996,3,1
306990,3,303,Wales,394,1.8,199603,1996,3,1
306991,3,275,Wales,394,1.4,199603,1996,3,1
306992,3,367,Wales,394,1.4299999,199603,1996,3,1
306993,3,305,Wales,394,1.45,199603,1996,3,1
436468,4,58,London,394,1.65,199604,1996,4,2
436469,4,50,London,394,1.45,199604,1996,4,2
436470,4,20,London,394,1.8,199604,1996,4,2
436471,4,17,London,394,1.66,199604,1996,4,2
436472,4,55,London,394,1.83,199604,1996,4,2
436473,4,55,London,394,1.95,199604,1996,4,2
436474,4,18,London,394,1.8,199604,1996,4,2
436475,4,51,London,394,1.6799999,199604,1996,4,2
436476,4,25,London,394,1.9,199604,1996,4,2
436477,4,25,London,394,1.59,199604,1996,4,2
436478,4,34,London,394,1.54,199604,1996,4,2
436479,4,82,London,394,1.9,199604,1996,4,2
436480,4,45,London,394,1.76,199604,1996,4,2
436481,4,45,London,394,1.55,199604,1996,4,2
436482,4,42,London,394,1.86,199604,1996,4,2
436483,4,70,London,394,1.8,199604,1996,4,2
436484,4,15,London,394,1.49,199604,1996,4,2
436485,4,24,London,394,1.39,199604,1996,4,2
436486,4,72,London,394,1.85,199604,1996,4,2
436487,4,41,London,394,1.4,199604,1996,4,2
436488,4,33,London,394,1.76,199604,1996,4,2
436489,4,83,London,394,1.45,199604,1996,4,2
436490,4,44,London,394,1.1,199604,1996,4,2
436491,4,56,London,394,2.05,199604,1996,4,2
436492,4,21,London,394,1.63,199604,1996,4,2
436493,4,64,London,394,1.45,199604,1996,4,2
436494,4,64,London,394,1.8,199604,1996,4,2
436495,4,63,London,394,1.8,199604,1996,4,2
436496,4,77,London,394,1.74,199604,1996,4,2
436497,4,77,London,394,1.85,199604,1996,4,2
436498,4,77,London,394,1.72,199604,1996,4,2
436499,4,90,London,394,1.75,199604,1996,4,2
436500,4,98,London,394,1.95,199604,1996,4,2
436501,4,59,London,394,1.95,199604,1996,4,2
436502,4,65,London,394,1.95,199604,1996,4,2
436503,4,73,London,394,1.67,199604,1996,4,2
436504,4,57,London,394,1.78,199604,1996,4,2
436505,4,57,London,394,1.78,199604,1996,4,2
436506,4,52,London,394,1.6,199604,1996,4,2
436507,4,53,London,394,1.55,199604,1996,4,2
436508,4,74,London,394,2.05,199604,1996,4,2
436509,4,74,London,394,.99000001,199604,1996,4,2
436510,4,95,London,394,1.4,199604,1996,4,2
436511,4,95,London,394,1.63,199604,1996,4,2
436512,4,85,London,394,1.95,199604,1996,4,2
436513,4,106,London,394,.99000001,199604,1996,4,2
436514,4,94,London,394,1.64,199604,1996,4,2
436515,4,99,London,394,1.8,199604,1996,4,2
436516,4,103,London,394,1.48,199604,1996,4,2
436517,4,103,London,394,1.6,199604,1996,4,2
436518,4,112,London,394,1.6,199604,1996,4,2
436519,4,124,London,394,1.79,199604,1996,4,2
436520,4,118,London,394,1.5,199604,1996,4,2
436521,4,115,London,394,1.75,199604,1996,4,2
436522,4,122,London,394,1.85,199604,1996,4,2
436523,4,158,London,394,1.8,199604,1996,4,2
436524,4,156,London,394,1.8,199604,1996,4,2
436525,4,178,London,394,.99000001,199604,1996,4,2
436526,4,186,London,394,1.8,199604,1996,4,2
436527,4,211,London,394,1.75,199604,1996,4,2
436528,4,189,London,394,1.76,199604,1996,4,2
436529,4,224,London,394,1.67,199604,1996,4,2
436530,4,226,London,394,1.6,199604,1996,4,2
436531,4,231,London,394,1.5,199604,1996,4,2
436532,4,230,London,394,1.73,199604,1996,4,2
436533,4,242,London,394,1.5,199604,1996,4,2
436534,4,248,London,394,1.5,199604,1996,4,2
436535,4,218,London,394,1.63,199604,1996,4,2
436536,4,239,London,394,1.59,199604,1996,4,2
436537,4,235,London,394,1.7,199604,1996,4,2
436538,4,234,London,394,1.52,199604,1996,4,2
436539,4,190,London,394,1.74,199604,1996,4,2
436540,4,202,London,394,1.85,199604,1996,4,2
436541,4,207,London,394,1.5,199604,1996,4,2
436542,4,207,London,394,1.9,199604,1996,4,2
436543,4,316,London,394,1.78,199604,1996,4,2
436544,4,275,London,394,1.67,199604,1996,4,2
436545,4,296,London,394,1.1,199604,1996,4,2
436546,4,340,London,394,1.8,199604,1996,4,2
436547,4,317,London,394,1.78,199604,1996,4,2
436548,4,375,London,394,1.8,199604,1996,4,2
437042,4,26,Wales,394,1.35,199604,1996,4,2
437043,4,23,Wales,394,1.4400001,199604,1996,4,2
437044,4,23,Wales,394,1.3,199604,1996,4,2
437045,4,39,Wales,394,1.4400001,199604,1996,4,2
437046,4,55,Wales,394,1.54,199604,1996,4,2
437047,4,18,Wales,394,1.35,199604,1996,4,2
437048,4,28,Wales,394,1.5599999,199604,1996,4,2
437049,4,28,Wales,394,1.36,199604,1996,4,2
437050,4,82,Wales,394,1.3,199604,1996,4,2
437051,4,82,Wales,394,1.3,199604,1996,4,2
437052,4,38,Wales,394,1.48,199604,1996,4,2
437053,4,38,Wales,394,1.5,199604,1996,4,2
437054,4,32,Wales,394,1.45,199604,1996,4,2
437055,4,96,Wales,394,1.42,199604,1996,4,2
437056,4,33,Wales,394,1.45,199604,1996,4,2
437057,4,63,Wales,394,1.34,199604,1996,4,2
437058,4,100,Wales,394,1.41,199604,1996,4,2
437059,4,97,Wales,394,1.41,199604,1996,4,2
437060,4,103,Wales,394,1.47,199604,1996,4,2
437061,4,112,Wales,394,1.29,199604,1996,4,2
437062,4,138,Wales,394,1.45,199604,1996,4,2
437063,4,172,Wales,394,1.46,199604,1996,4,2
437064,4,189,Wales,394,1.42,199604,1996,4,2
437065,4,222,Wales,394,1.46,199604,1996,4,2
437066,4,231,Wales,394,1.51,199604,1996,4,2
437067,4,223,Wales,394,1.37,199604,1996,4,2
437068,4,230,Wales,394,1.48,199604,1996,4,2
437069,4,242,Wales,394,1.5,199604,1996,4,2
437070,4,207,Wales,394,1.2,199604,1996,4,2
437071,4,254,Wales,394,.99000001,199604,1996,4,2
437072,4,303,Wales,394,1.8,199604,1996,4,2
437073,4,275,Wales,394,1.4,199604,1996,4,2
437074,4,367,Wales,394,1.4299999,199604,1996,4,2
437075,4,305,Wales,394,1.45,199604,1996,4,2
570808,5,58,London,394,1.65,199605,1996,5,2
570809,5,50,London,394,1.45,199605,1996,5,2
570810,5,20,London,394,1.8,199605,1996,5,2
570811,5,17,London,394,1.66,199605,1996,5,2
570812,5,55,London,394,1.95,199605,1996,5,2
570813,5,55,London,394,1.83,199605,1996,5,2
570814,5,18,London,394,1.8,199605,1996,5,2
570815,5,51,London,394,1.6799999,199605,1996,5,2
570816,5,25,London,394,1.59,199605,1996,5,2
570817,5,25,London,394,1.95,199605,1996,5,2
570818,5,34,London,394,1.54,199605,1996,5,2
570819,5,82,London,394,1.9,199605,1996,5,2
570820,5,45,London,394,1.76,199605,1996,5,2
570821,5,45,London,394,1.55,199605,1996,5,2
570822,5,42,London,394,1.86,199605,1996,5,2
570823,5,70,London,394,1.8,199605,1996,5,2
570824,5,15,London,394,1.49,199605,1996,5,2
570825,5,24,London,394,1.39,199605,1996,5,2
570826,5,72,London,394,1.9,199605,1996,5,2
570827,5,41,London,394,1.4,199605,1996,5,2
570828,5,33,London,394,1.76,199605,1996,5,2
570829,5,83,London,394,1.45,199605,1996,5,2
570830,5,44,London,394,1.1,199605,1996,5,2
570831,5,56,London,394,2.05,199605,1996,5,2
570832,5,21,London,394,1.63,199605,1996,5,2
570833,5,64,London,394,1.8,199605,1996,5,2
570834,5,64,London,394,1.45,199605,1996,5,2
570835,5,63,London,394,1.8,199605,1996,5,2
570836,5,77,London,394,1.74,199605,1996,5,2
570837,5,77,London,394,1.85,199605,1996,5,2
570838,5,77,London,394,1.72,199605,1996,5,2
570839,5,90,London,394,1.75,199605,1996,5,2
570840,5,98,London,394,1.95,199605,1996,5,2
570841,5,59,London,394,1.95,199605,1996,5,2
