Date,Value,Measure
1879.11,131.9926553,Price
1879.12,127.8509503,Price
1880.01,128.9935638,Price
1880.02,131.2654661,Price
1880.03,132.5284449,Price
1880.04,134.6073013,Price
1880.05,127.708918,Price
1880.06,130.8891562,Price
1880.07,136.9007667,Price
1880.08,141.8193571,Price
1880.09,140.101453,Price
1880.1,144.1584449,Price
1880.11,150.1985387,Price
1880.12,154.7925276,Price
1881.01,165.7270864,Price
1881.02,163.5393656,Price
1881.03,165.3947555,Price
1881.04,163.2333664,Price
1881.05,172.2862036,Price
1881.06,174.4066492,Price
1881.07,166.6449963,Price
1881.08,159.5484592,Price
1881.09,154.8226475,Price
1881.1,150.9345899,Price
1881.11,153.3363501,Price
1881.12,148.8774578,Price
1882.01,146.6480117,Price
1882.02,142.0993944,Price
1882.03,141.8539723,Price
1882.04,140.5522954,Price
1882.05,137.588642,Price
1882.06,135.6324793,Price
1882.07,144.5765065,Price
1882.08,147.5719581,Price
1882.09,153.1433887,Price
1882.1,150.3637553,Price
1882.11,145.281182,Price
1882.12,147.4212158,Price
1883.01,146.663915,Price
1883.02,142.0304843,Price
1883.03,145.1493135,Price
1883.04,149.6036015,Price
1883.05,148.4830015,Price
1883.06,154.2624162,Price
1883.07,154.9770899,Price
1883.08,147.9449707,Price
1883.09,151.1100279,Price
1883.1,147.0112026,Price
1883.11,150.7503747,Price
1883.12,145.9181825,Price
1884.01,141.5461021,Price
1884.02,145.3716724,Price
1884.03,144.8251624,Price
1884.04,141.1772879,Price
1884.05,132.5286738,Price
1884.06,127.1135237,Price
1884.07,128.4942976,Price
1884.08,136.5612041,Price
1884.09,133.693129,Price
1884.1,130.7613057,Price
1884.11,131.0216986,Price
1884.12,132.2233425,Price
1885.01,129.1767217,Price
1885.02,131.6240972,Price
1885.03,134.9939644,Price
1885.04,133.1373287,Price
1885.05,134.7109304,Price
1885.06,137.3182657,Price
1885.07,140.7322961,Price
1885.08,148.6208778,Price
1885.09,148.4953338,Price
1885.1,157.1176435,Price
1885.11,165.3446708,Price
1885.12,160.266807,Price
1886.01,164.0824978,Price
1886.02,167.2379304,Price
1886.03,165.7399532,Price
1886.04,165.4985698,Price
1886.05,166.3228044,Price
1886.06,176.1450649,Price
1886.07,176.5937345,Price
1886.08,175.7225909,Price
1886.09,180.3038131,Price
1886.1,184.8850352,Price
1886.11,189.4662573,Price
1886.12,182.3070183,Price
1887.01,176.0731418,Price
1887.02,172.754295,Price
1887.03,176.8080961,Price
1887.04,180.8618973,Price
1887.05,183.9802058,Price
1887.06,180.8062908,Price
1887.07,178.5137454,Price
1887.08,171.9710794,Price
1887.09,171.8075045,Price
1887.1,164.0824978,Price
1887.11,165.2703544,Price
1887.12,160.5569158,Price
1888.01,159.936832,Price
1888.02,160.8615779,Price
1888.03,154.7683363,Price
1888.04,157.184753,Price
1888.05,161.2165533,Price
1888.06,158.0871757,Price
1888.07,160.2810607,Price
1888.08,163.7112001,Price
1888.09,167.7650013,Price
1888.1,164.889888,Price
1888.11,159.6429296,Price
1888.12,156.5963088,Price
1889.01,165.3446708,Price
1889.02,169.252746,Price
1889.03,167.7612456,Price
1889.04,167.4380062,Price
1889.05,176.2624142,Price
1889.06,179.2442971,Price
1889.07,175.5997735,Price
1889.08,177.9190158,Price
1889.09,179.9765829,Price
1889.1,176.7042814,Price
1889.11,175.0681306,Price
1889.12,171.9633577,Price
1890.01,178.2503361,Price
1890.02,176.2624142,Price
1890.03,174.9371329,Price
1890.04,178.5816565,Price
1890.05,183.9033447,Price
1890.06,182.5944241,Price
1890.07,181.2855035,Price
1890.08,170.7089063,Price
1890.09,165.8940161,Price
1890.1,158.4100755,Price
1890.11,150.4114026,Price
1890.12,146.8986098,Price
1891.01,156.4478668,Price
1891.02,156.4789539,Price
1891.03,151.7763104,Price
1891.04,154.9799361,Price
1891.05,156.1939161,Price
1891.06,156.7711062,Price
1891.07,156.0887819,Price
1891.08,161.3244643,Price
1891.09,176.5937345,Price
1891.1,176.5937345,Price
1891.11,176.1450649,Price
1891.12,181.5132954,Price
1892.01,189.670188,Price
1892.02,190.014417,Price
1892.03,197.2018868,Price
1892.04,199.5086909,Price
1892.05,199.5086909,Price
1892.06,198.4341379,Price
1892.07,193.2119997,Price
1892.08,193.4567071,Price
1892.09,188.6375009,Price
1892.1,192.4240201,Price
1892.11,186.881526,Price
1892.12,182.5575004,Price
1893.01,179.152435,Price
1893.02,173.864339,Price
1893.03,171.6401183,Price
1893.04,173.75921,Price
1893.05,160.3590385,Price
1893.06,156.6550215,Price
1893.07,145.7808951,Price
1893.08,148.1410298,Price
1893.09,152.4072994,Price
1893.1,154.9030573,Price
1893.11,161.5076385,Price
1893.12,157.9593047,Price
1894.01,159.0338324,Price
1894.02,163.513547,Price
1894.03,173.2468496,Price
1894.04,175.5516857,Price
1894.05,169.0213166,Price
1894.06,166.7164805,Price
1894.07,163.2592263,Price
1894.08,164.6335028,Price
1894.09,164.9239743,Price
1894.1,164.3349324,Price
1894.11,164.3349324,Price
1894.12,165.1799231,Price
1895.01,163.2592263,Price
1895.02,160.9543902,Price
1895.03,160.9543902,Price
1895.04,160.8745017,Price
1895.05,167.38484,Price
1895.06,168.3466512,Price
1895.07,171.3788383,Price
1895.08,176.3361243,Price
1895.09,177.4405259,Price
1895.1,174.8635888,Price
1895.11,168.9734469,Price
1895.12,161.2736354,Price
1896.01,161.6843689,Price
1896.02,170.9420134,Price
1896.03,168.2530379,Price
1896.04,172.2865918,Price
1896.05,174.066915,Price
1896.06,173.4913603,Price
1896.07,162.2465499,Price
1896.08,153.0097413,Price
1896.09,161.0417488,Price
1896.1,159.8133544,Price
1896.11,165.84954,Price
1896.12,159.7911094,Price
1897.01,164.4908184,Price
1897.02,162.9316638,Price
1897.03,163.3214524,Price
1897.04,160.6162897,Price
1897.05,163.8529514,Price
1897.06,171.4833584,Price
1897.07,179.1137655,Price
1897.08,182.4661941,Price
1897.09,185.912663,Price
1897.1,182.5102244,Price
1897.11,176.0731418,Price
1897.12,179.859661,Price
1898.01,184.7821359,Price
1898.02,181.8061584,Price
1898.03,173.5931492,Price
1898.04,170.6066004,Price
1898.05,169.8452055,Price
1898.06,188.8992118,Price
1898.07,192.3551743,Price
1898.08,199.5495607,Price
1898.09,199.1709088,Price
1898.1,195.0057377,Price
1898.11,201.4428203,Price
1898.12,210.9250093,Price
1899.01,226.9777091,Price
1899.02,229.110269,Price
1899.03,232.3780859,Price
1899.04,232.1034681,Price
1899.05,222.4324903,Price
1899.06,214.5188984,Price
1899.07,219.0201007,Price
1899.08,221.6834865,Price
1899.09,211.0510486,Price
1899.1,207.4639156,Price
1899.11,208.8126486,Price
1899.12,192.2455719,Price
1900.01,194.8003303,Price
1900.02,195.9523675,Price
1900.03,197.5300838,Price
1900.04,200.05443,Price
1900.05,195.2365941,Price
1900.06,191.7568683,Price
1900.07,189.418285,Price
1900.08,194.3747095,Price
1900.09,187.4788486,Price
1900.1,196.6653206,Price
1900.11,212.0451377,Price
1900.12,227.6170649,Price
1901.01,231.3517166,Price
1901.02,240.2072374,Price
1901.03,248.8215659,Price
1901.04,273.1087291,Price
1901.05,259.3526384,Price
1901.06,285.1872479,Price
1901.07,262.7370196,Price
1901.08,263.0930412,Price
1901.09,258.5915153,Price
1901.1,255.6823608,Price
1901.11,258.0306015,Price
1901.12,250.8568956,Price
1902.01,259.3079807,Price
1902.02,261.5433944,Price
1902.03,261.8627392,Price
1902.04,267.5806886,Price
1902.05,263.8089053,Price
1902.06,259.2007398,Price
1902.07,265.0566423,Price
1902.08,275.3466471,Price
1902.09,272.7617773,Price
1902.1,246.9049619,Price
1902.11,245.4013842,Price
1902.12,237.0784934,Price
1903.01,246.4147868,Price
1903.02,244.9584347,Price
1903.03,243.3690401,Price
1903.04,233.429463,Price
1903.05,234.2361025,Price
1903.06,221.2914758,Price
1903.07,211.1206977,Price
1903.08,204.3401789,Price
1903.09,197.1163654,Price
1903.1,192.9365792,Price
1903.11,195.8297784,Price
1903.12,204.8728733,Price
1904.01,203.514269,Price
1904.02,193.581189,Price
1904.03,195.177151,Price
1904.04,202.2956207,Price
1904.05,202.6900573,Price
1904.06,203.0018881,Price
1904.07,211.4213213,Price
1904.08,216.051984,Price
1904.09,223.0126421,Price
1904.1,236.1131115,Price
1904.11,243.3166637,Price
1904.12,245.6992014,Price
1905.01,251.0599113,Price
1905.02,262.0791482,Price
1905.03,272.5853729,Price
1905.04,269.2721805,Price
1905.05,258.9627675,Price
1905.06,262.0093883,Price
1905.07,270.2352644,Price
1905.08,277.1033625,Price
1905.09,281.2030993,Price
1905.1,285.1637063,Price
1905.11,280.4165549,Price
1905.12,284.117622,Price
1906.01,293.9455901,Price
1906.02,291.8608696,Price
1906.03,284.7132565,Price
1906.04,280.8416327,Price
1906.05,270.3578347,Price
1906.06,273.891924,Price
1906.07,276.0238439,Price
1906.08,289.7761491,Price
1906.09,295.3909675,Price
1906.1,280.3250034,Price
1906.11,283.0128454,Price
1906.12,277.4636659,Price
1907.01,272.467553,Price
1907.02,258.3600169,Price
1907.03,235.4493506,Price
1907.04,236.5772517,Price
1907.05,223.6406658,Price
1907.06,214.2319383,Price
1907.07,222.429589,Price
1907.08,205.7610326,Price
1907.09,203.5749924,Price
1907.1,179.5895073,Price
1907.11,176.2345439,Price
1907.12,189.2842007,Price
1908.01,199.520247,Price
1908.02,194.3749138,Price
1908.03,202.3266148,Price
1908.04,210.8797939,Price
1908.05,222.2393408,Price
1908.06,222.5306113,Price
1908.07,228.1782145,Price
1908.08,237.9737439,Price
1908.09,235.3808097,Price
1908.1,235.7015338,Price
1908.11,248.9841636,Price
1908.12,251.9428675,Price
1909.01,255.4695948,Price
1909.02,245.525718,Price
1909.03,248.873796,Price
1909.04,254.6736817,Price
1909.05,260.4588789,Price
1909.06,262.378909,Price
1909.07,266.1271792,Price
1909.08,269.8267004,Price
1909.09,267.4192933,Price
1909.1,263.2549577,Price
1909.11,259.4488354,Price
1909.12,260.0065963,Price
1910.01,256.9002221,Price
1910.02,247.7252141,Price
1910.03,249.0534549,Price
1910.04,240.7801814,Price
1910.05,241.3265108,Price
1910.06,231.9238116,Price
1910.07,220.2001903,Price
1910.08,227.7425587,Price
1910.09,231.5349526,Price
1910.1,249.5276972,Price
1910.11,254.4004267,Price
1910.12,247.2957961,Price
1911.01,253.3074066,Price
1911.02,265.9026798,Price
1911.03,260.0340559,Price
1911.04,267.3603321,Price
1911.05,273.1224083,Price
1911.06,278.5963806,Price
1911.07,274.4626083,Price
1911.08,253.1833216,Price
1911.09,236.9121052,Price
1911.1,238.2783803,Price
1911.11,250.4223257,Price
1911.12,254.1749195,Price
1912.01,251.8028237,Price
1912.02,247.0225411,Price
1912.03,248.99223,Price
1912.04,249.2054092,Price
1912.05,248.9455495,Price
1912.06,251.4108763,Price
1912.07,251.6733094,Price
1912.08,254.9223216,Price
1912.09,253.7335173,Price
1912.1,253.2188449,Price
1912.11,250.3881464,Price
1912.12,243.7483564,Price
1913.01,239.3226888,Price
1913.02,230.8305934,Price
1913.03,226.4558776,Price
1913.04,226.1985413,Price
1913.05,222.2907448,Price
1913.06,208.9570143,Price
1913.07,209.6484429,Price
1913.08,215.252654,Price
1913.09,215.1176435,Price
1913.1,208.308527,Price
1913.11,201.0025223,Price
1913.12,202.760358,Price
1914.01,211.0826115,Price
1914.02,216.0168646,Price
1914.03,211.9410747,Price
1914.04,208.9570143,Price
1914.05,208.1200217,Price
1914.06,207.1010742,Price
1914.07,193.681536,Price
1914.08,189.8838588,Price
1914.09,189.8838588,Price
1914.1,191.763897,Price
1914.11,189.8838588,Price
1914.12,183.5240421,Price
1915.01,186.7700455,Price
1915.02,186.115851,Price
1915.03,192.8358096,Price
1915.04,205.282253,Price
1915.05,198.5055965,Price
1915.06,200.7528297,Price
1915.07,200.003752,Price
1915.08,208.4932995,Price
1915.09,216.2337693,Price
1915.1,225.9815716,Price
1915.11,231.6225893,Price
1915.12,232.1122777,Price
1916.01,226.2430803,Price
1916.02,223.0907115,Price
1916.03,220.2454967,Price
1916.04,215.7885627,Price
1916.05,218.4856696,Price
1916.06,218.5642333,Price
1916.07,215.528619,Price
1916.08,215.1708578,Price
1916.09,219.9274198,Price
1916.1,222.7301956,Price
1916.11,223.900417,Price
1916.12,213.0566466,Price
1917.01,206.2780782,Price
1917.02,189.7725988,Price
1917.03,195.6570204,Price
1917.04,183.5379139,Price
1917.05,174.5624195,Price
1917.06,175.3686985,Price
1917.07,173.1832582,Price
1917.08,165.4751104,Price
1917.09,153.9683263,Price
1917.1,143.4678044,Price
1917.11,131.5121541,Price
1917.12,125.1743504,Price
1918.01,129.8775925,Price
1918.02,132.8913465,Price
1918.03,131.13854,Price
1918.04,128.0483306,Price
1918.05,129.3993021,Price
1918.06,127.8103248,Price
1918.07,125.4266983,Price
1918.08,124.129637,Price
1918.09,121.1152121,Price
1918.1,123.8880919,Price
1918.11,124.7022926,Price
1918.12,120.7452758,Price
1919.01,119.9810652,Price
1919.02,122.6699543,Price
1919.03,124.8645573,Price
1919.04,126.6987967,Price
1919.05,133.8544269,Price
1919.06,137.4358163,Price
1919.07,137.834606,Price
1919.08,126.3797099,Price
1919.09,127.6532244,Price
1919.1,131.946661,Price
1919.11,125.2768381,Price
1919.12,119.0227693,Price
1920.01,115.379963,Price
1920.02,104.7556385,Price
1920.03,110.988983,Price
1920.04,106.8389015,Price
1920.05,98.67220243,Price
1920.06,95.56654737,Price
1920.07,95.90475697,Price
1920.08,94.4157734,Price
1920.09,99.23656825,Price
1920.1,99.86197286,Price
1920.11,95.27158889,Price
1920.12,88.52631418,Price
1921.01,94.37196553,Price
1921.02,96.76401467,Price
1921.03,94.81222732,Price
1921.04,96.27786989,Price
1921.05,101.4457198,Price
1921.06,93.85461506,Price
1921.07,93.03940311,Price
1921.08,91.89956356,Price
1921.09,95.25557686,Price
1921.1,96.55255143,Price
1921.11,102.3251649,Price
1921.12,106.5609968,Price
1922.01,108.933926,Price
1922.02,111.3215189,Price
1922.03,116.8830377,Price
1922.04,123.9805865,Price
1922.05,128.8129602,Price
1922.06,127.6048668,Price
1922.07,127.7459908,Price
1922.08,134.1465834,Price
1922.09,137.6407753,Price
1922.1,139.8368126,Price
1922.11,132.0992619,Price
1922.12,131.0191604,Price
1923.01,133.6003899,Price
1923.02,139.3046762,Price
1923.03,141.5563682,Price
1923.04,135.7943462,Price
1923.05,129.3776902,Price
1923.06,123.7212018,Price
1923.07,118.1771727,Price
1923.08,119.4581842,Price
1923.09,119.4967689,Price
1923.1,117.0567448,Price
1923.11,120.5553275,Price
1923.12,124.6370072,Price
1924.01,128.718687,Price
1924.02,130.0535387,Price
1924.03,128.3069386,Price
1924.04,126.09475,Price
1924.05,125.6497097,Price
1924.06,128.0232579,Price
1924.07,133.1737535,Price
1924.08,138.5558782,Price
1924.09,136.4182968,Price
1924.1,133.8657055,Price
1924.11,141.3434174,Price
1924.12,148.1066659,Price
1925.01,154.2291855,Price
1925.02,156.4454631,Price
1925.03,151.4594743,Price
1925.04,150.7272128,Price
1925.05,154.6665084,Price
1925.06,155.6369486,Price
1925.07,158.1527373,Price
1925.08,160.2899364,Price
1925.09,163.994415,Price
1925.1,169.4086528,Price
1925.11,171.7690706,Price
1925.12,175.5464341,Price
1926.01,178.2233059,Price
1926.02,178.5050818,Price
1926.03,167.3234829,Price
1926.04,161.7394112,Price
1926.05,163.7814955,Price
1926.06,172.5432116,Price
1926.07,181.8646566,Price
1926.08,190.1566805,Price
1926.09,191.9522366,Price
1926.1,186.5629142,Price
1926.11,187.9310455,Price
1926.12,192.2054438,Price
1927.01,193.1051029,Price
1927.02,197.9832511,Price
1927.03,202.1889228,Price
1927.04,207.1452483,Price
1927.05,213.0566466,Price
1927.06,213.3580486,Price
1927.07,221.8684503,Price
1927.08,235.0347491,Price
1927.09,246.941626,Price
1927.1,241.7540724,Price
1927.11,248.6909173,Price
1927.12,254.5218884,Price
1928.01,255.5423084,Price
1928.02,255.4340433,Price
1928.03,269.1496126,Price
1928.04,286.1097251,Price
1928.05,293.2436047,Price
1928.06,280.505514,Price
1928.07,282.5702234,Price
1928.08,291.7139363,Price
1928.09,308.6041454,Price
1928.1,316.703093,Price
1928.11,338.1098762,Price
1928.12,341.4144401,Price
1929.01,366.6333901,Price
1929.02,368.5506202,Price
1929.03,377.2458226,Price
1929.04,377.2396781,Price
1929.05,380.6577982,Price
1929.06,385.658212,Price
1929.07,415.1651422,Price
1929.08,438.7805751,Price
1929.09,456.2734884,Price
1929.1,408.0222026,Price
1929.11,300.003463,Price
1929.12,313.770657,Price
1930.01,320.1774295,Price
1930.02,342.2359862,Price
1930.03,357.2435876,Price
1930.04,377.6908629,Price
1930.05,357.2435876,Price
1930.06,323.0427405,Price
1930.07,319.946438,Price
1930.08,317.75877,Price
1930.09,315.6926392,Price
1930.1,273.8930812,Price
1930.11,255.5725299,Price
1930.12,242.947773,Price
1931.01,253.458378,Price
1931.02,276.2840382,Price
1931.03,283.3898676,Price
1931.04,258.0468045,Price
1931.05,236.2010154,Price
1931.06,231.6469116,Price
1931.07,239.3295056,Price
1931.08,232.1479503,Price
1931.09,198.8934523,Price
1931.1,173.4860654,Price
1931.11,178.2482248,Price
1931.12,145.7862589,Price
1932.01,146.3757238,Price
1932.02,147.1999706,Price
1932.03,148.791805,Price
1932.04,113.9388532,Price
1932.05,101.4280398,Price
1932.06,88.45175846,Price
1932.07,92.9021614,Price
1932.08,140.6656989,Price
1932.09,155.4541246,Price
1932.1,135.0067098,Price
1932.11,134.6921193,Price
1932.12,131.2925489,Price
1933.01,138.6064771,Price
1933.02,124.1090059,Price
1933.03,124.6936972,Price
1933.04,137.9036234,Price
1933.05,177.533402,Price
1933.06,206.3188114,Price
1933.07,216.1899302,Price
1933.08,203.8531792,Price
1933.09,202.1337053,Price
1933.1,182.4552822,Price
1933.11,186.8494932,Price
1933.12,190.4794936,Price
1934.01,201.3694947,Price
1934.02,214.6454992,Price
1934.03,203.6477617,Price
1934.04,207.0608526,Price
1934.05,186.0134583,Price
1934.06,187.0719127,Price
1934.07,178.2264601,Price
1934.08,171.2630187,Price
1934.09,164.6649088,Price
1934.1,167.1922981,Price
1934.11,171.8624741,Price
1934.12,174.2742366,Price
1935.01,171.7113801,Price
1935.02,165.3037745,Price
1935.03,154.8112186,Price
1935.04,165.2023971,Price
1935.05,178.1773641,Price
1935.06,186.2888861,Price
1935.07,196.0451223,Price
1935.08,209.298877,Price
1935.09,213.7167953,Price
1935.1,219.423273,Price
1935.11,238.3008029,Price
1935.12,238.3008029,Price
1936.01,251.4585159,Price
1936.02,265.8954511,Price
1936.03,273.5427715,Price
1936.04,273.9109314,Price
1936.05,259.3686172,Price
1936.06,268.4538953,Price
1936.07,282.307095,Price
1936.08,285.8748118,Price
1936.09,289.1172482,Price
1936.1,304.2486182,Price
1936.11,312.71498,Price
1936.12,307.3109193,Price
1937.01,314.6108727,Price
1937.02,323.9114784,Price
1937.03,321.2752151,Price
1937.04,299.9820556,Price
1937.05,284.5888455,Price
1937.06,273.9058181,Price
1937.07,288.1917252,Price
1937.08,291.1484297,Price
1937.09,248.2166517,Price
1937.1,212.1155521,Price
1937.11,194.7946483,Price
1937.12,192.9950201,Price
1938.01,200.8636088,Price
1938.02,197.4590128,Price
1938.03,184.4023933,Price
1938.04,175.6446588,Price
1938.05,178.5000858,Price
1938.06,182.6138152,Price
1938.07,218.9219489,Price
1938.08,220.1739535,Price
1938.09,210.1579167,Price
1938.1,235.2567764,Price
1938.11,235.4369118,Price
1938.12,228.5917682,Price
1939.01,225.1691964,Price
1939.02,224.9748058,Price
1939.03,224.7933745,Price
1939.04,197.9139337,Price
1939.05,205.2237743,Price
1939.06,208.8786946,Price
1939.07,213.995583,Price
1939.08,210.8889007,Price
1939.09,228.4014124,Price
1939.1,232.3746107,Price
1939.11,228.2314975,Price
1939.12,222.8274368,Price
1940.01,223.1604928,Price
1940.02,220.1254064,Price
1940.03,218.8644589,Price
1940.04,221.0260832,Price
1940.05,190.5832079,Price
1940.06,172.955494,Price
1940.07,179.9552218,Price
1940.08,183.7380643,Price
1940.09,191.4838846,Price
1940.1,193.2852382,Price
1940.11,197.7886221,Price
1940.12,188.3372649,Price
1941.01,188.6949805,Price
1941.02,176.8903656,Price
1941.03,176.7102482,Price
1941.04,170.0074671,Price
1941.05,165.1490962,Price
1941.06,167.4401034,Price
1941.07,176.0179776,Price
1941.08,172.8090466,Price
1941.09,171.0212238,Price
1941.1,162.027633,Price
1941.11,153.4425724,Price
1941.12,142.5277432,Price
1942.01,143.4428175,Price
1942.02,138.0657706,Price
1942.03,128.9318819,Price
1942.04,122.8053217,Price
1942.05,122.6909653,Price
1942.06,128.8796647,Price
1942.07,132.8608098,Price
1942.08,131.2913821,Price
1942.09,132.6669612,Price
1942.1,140.7428826,Price
1942.11,142.1568193,Price
1942.12,142.0617775,Price
1943.01,150.5675772,Price
1943.02,159.5210506,Price
1943.03,162.3103352,Price
1943.04,165.8073494,Price
1943.05,171.3447517,Price
1943.06,174.3710257,Price
1943.07,178.9965704,Price
1943.08,171.1390017,Price
1943.09,173.7788566,Price
1943.1,172.1845552,Price
1943.11,164.213048,Price
1943.12,166.3870954,Price
1944.01,171.7497457,Price
1944.02,170.5902537,Price
1944.03,175.373158,Price
1944.04,171.3447517,Price
1944.05,174.3710257,Price
1944.06,181.5477821,Price
1944.07,185.2239266,Price
1944.08,182.5168076,Price
1944.09,179.5247288,Price
1944.1,183.9416071,Price
1944.11,182.6592876,Price
1944.12,185.6001376,Price
1945.01,191.1256379,Price
1945.02,197.5012152,Price
1945.03,197.3595357,Price
1945.04,202.318318,Price
1945.05,208.7959994,Price
1945.06,210.2508041,Price
1945.07,205.9315365,Price
1945.08,206.6281925,Price
1945.09,220.7006453,Price
1945.1,229.8965055,Price
1945.11,237.4203912,Price
1945.12,240.1342876,Price
1946.01,249.6953181,Price
1946.02,251.7715064,Price
1946.03,241.5782478,Price
1946.04,255.7530473,Price
1946.05,254.915873,Price
1946.06,250.5711717,Price
1946.07,229.900024,Price
1946.08,220.9779282,Price
1946.09,186.5460566,Price
1946.1,178.8363041,Price
1946.11,173.9278758,Price
1946.12,177.4710295,Price
1947.01,178.4094091,Price
1947.02,185.3299581,Price
1947.03,174.5750146,Price
1947.04,168.1263333,Price
1947.05,165.1323027,Price
1947.06,170.1132809,Price
1947.07,179.1454241,Price
1947.08,173.2822076,Price
1947.09,165.1292987,Price
1947.1,169.4055554,Price
1947.11,166.7070851,Price
1947.12,161.9832558,Price
1948.01,157.8046534,Price
1948.02,151.3137,Price
1948.03,154.1158056,Price
1948.04,163.1814412,Price
1948.05,170.4125701,Price
1948.06,176.0094353,Price
1948.07,169.7111307,Price
1948.08,164.0775767,Price
1948.09,162.2247559,Price
1948.1,167.3339346,Price
1948.11,159.3379114,Price
1948.12,158.9526351,Price
1949.01,161.40128,Price
1949.02,156.5058368,Price
1949.03,157.9893044,Price
1949.04,157.1172241,Price
1949.05,156.6117987,Price
1949.06,147.4095111,Price
1949.07,157.0597899,Price
1949.08,162.0158595,Price
1949.09,163.4483412,Price
1949.1,169.084015,Price
1949.11,170.7047414,Price
1949.12,176.7463699,Price
1950.01,181.1471813,Price
1950.02,184.6885657,Price
1950.03,185.4020265,Price
1950.04,190.6381644,Price
1950.05,196.2183283,Price
1950.06,198.5727408,Price
1950.07,181.8694402,Price
1950.08,191.2696496,Price
1950.09,197.2039205,Price
1950.1,203.6994051,Price
1950.11,202.4663071,Price
1950.12,199.229705,Price
1951.01,210.5881612,Price
1951.02,215.8820623,Price
1951.03,211.428639,Price
1951.04,214.2633271,Price
1951.05,213.5334261,Price
1951.06,209.8333485,Price
1951.07,213.5334261,Price
1951.08,222.8809905,Price
1951.09,226.8739257,Price
1951.1,224.8529282,Price
1951.11,216.9402858,Price
1951.12,222.7832526,Price
1952.01,230.2061889,Price
1952.02,227.7376663,Price
1952.03,228.3130036,Price
1952.04,226.7794973,Price
1952.05,226.683971,Price
1952.06,232.01434,Price
1952.07,236.8881146,Price
1952.08,237.8326446,Price
1952.09,234.0545247,Price
1952.1,229.1429689,Price
1952.11,236.4158496,Price
1952.12,245.9556022,Price
1953.01,248.2075605,Price
1953.02,246.0988857,Price
1953.03,246.406207,Price
1953.04,234.2707724,Price
1953.05,234.6212427,Price
1953.06,225.3708405,Price
1953.07,228.5702595,Price
1953.08,228.6580634,Price
1953.09,218.1579801,Price
1953.1,223.8882339,Price
1953.11,229.6893216,Price
1953.12,232.7830961,Price
1954.01,238.6893929,Price
1954.02,243.9394346,Price
1954.03,249.0957255,Price
1954.04,259.9998465,Price
1954.05,269.3458861,Price
1954.06,271.5021532,Price
1954.07,282.4709901,Price
1954.08,288.0960348,Price
1954.09,295.9462603,Price
