date,percentile,item,value,price,quote_date,observations,year,month,quarter
209,30,430,2.4000001,p30,201305,112311,2013,5,2
209,50,430,2.55,p50,201305,112311,2013,5,2
209,70,430,2.75,p70,201305,112311,2013,5,2
209,90,430,3.05,p90,201305,112311,2013,5,2
209,100,430,4.5999999,max,201305,112311,2013,5,2
210,0,430,1.3200001,min,201306,113032,2013,6,2
210,10,430,2.0999999,p10,201306,113032,2013,6,2
210,30,430,2.4000001,p30,201306,113032,2013,6,2
210,50,430,2.55,p50,201306,113032,2013,6,2
210,70,430,2.75,p70,201306,113032,2013,6,2
210,90,430,3.05,p90,201306,113032,2013,6,2
210,100,430,4.8000002,max,201306,113032,2013,6,2
211,0,430,1.3200001,min,201307,110581,2013,7,3
211,10,430,2.0999999,p10,201307,110581,2013,7,3
211,30,430,2.3800001,p30,201307,110581,2013,7,3
211,50,430,2.55,p50,201307,110581,2013,7,3
211,70,430,2.75,p70,201307,110581,2013,7,3
211,90,430,3.0999999,p90,201307,110581,2013,7,3
211,100,430,4.8000002,max,201307,110581,2013,7,3
212,0,430,1.3200001,min,201308,111674,2013,8,3
212,10,430,2.0999999,p10,201308,111674,2013,8,3
212,30,430,2.4000001,p30,201308,111674,2013,8,3
212,50,430,2.5999999,p50,201308,111674,2013,8,3
212,70,430,2.75,p70,201308,111674,2013,8,3
212,90,430,3.0999999,p90,201308,111674,2013,8,3
212,100,430,4.8000002,max,201308,111674,2013,8,3
213,0,430,1.3200001,min,201309,111821,2013,9,3
213,10,430,2.0999999,p10,201309,111821,2013,9,3
213,30,430,2.4000001,p30,201309,111821,2013,9,3
213,50,430,2.5999999,p50,201309,111821,2013,9,3
213,70,430,2.75,p70,201309,111821,2013,9,3
213,90,430,3.0999999,p90,201309,111821,2013,9,3
213,100,430,4.8000002,max,201309,111821,2013,9,3
214,0,430,1.3200001,min,201310,112239,2013,10,4
214,10,430,2.0999999,p10,201310,112239,2013,10,4
214,30,430,2.4000001,p30,201310,112239,2013,10,4
214,50,430,2.5999999,p50,201310,112239,2013,10,4
214,70,430,2.79,p70,201310,112239,2013,10,4
214,90,430,3.0999999,p90,201310,112239,2013,10,4
214,100,430,4.8000002,max,201310,112239,2013,10,4
215,0,430,1.3200001,min,201311,111783,2013,11,4
215,10,430,2.0999999,p10,201311,111783,2013,11,4
215,30,430,2.4000001,p30,201311,111783,2013,11,4
215,50,430,2.5999999,p50,201311,111783,2013,11,4
215,70,430,2.8,p70,201311,111783,2013,11,4
215,90,430,3.0999999,p90,201311,111783,2013,11,4
215,100,430,4.8000002,max,201311,111783,2013,11,4
216,0,430,1.3200001,min,201312,112679,2013,12,4
216,10,430,2.0999999,p10,201312,112679,2013,12,4
216,30,430,2.4000001,p30,201312,112679,2013,12,4
216,50,430,2.5999999,p50,201312,112679,2013,12,4
216,70,430,2.8,p70,201312,112679,2013,12,4
216,90,430,3.0999999,p90,201312,112679,2013,12,4
216,100,430,4.8000002,max,201312,112679,2013,12,4
217,0,430,1.3200001,min,201401,113108,2014,1,1
217,10,430,2.0999999,p10,201401,113108,2014,1,1
217,30,430,2.4000001,p30,201401,113108,2014,1,1
217,50,430,2.5999999,p50,201401,113108,2014,1,1
217,70,430,2.8,p70,201401,113108,2014,1,1
217,90,430,3.1500001,p90,201401,113108,2014,1,1
217,100,430,4.8000002,max,201401,113108,2014,1,1
218,0,430,1.3200001,min,201402,108248,2014,2,1
218,10,430,2.0999999,p10,201402,108248,2014,2,1
218,30,430,2.45,p30,201402,108248,2014,2,1
218,50,430,2.6500001,p50,201402,108248,2014,2,1
218,70,430,2.8,p70,201402,108248,2014,2,1
218,90,430,3.2,p90,201402,108248,2014,2,1
218,100,430,4.5,max,201402,108248,2014,2,1
219,0,430,1.3200001,min,201403,111203,2014,3,1
219,10,430,2.0999999,p10,201403,111203,2014,3,1
219,30,430,2.5,p30,201403,111203,2014,3,1
219,50,430,2.6500001,p50,201403,111203,2014,3,1
219,70,430,2.8499999,p70,201403,111203,2014,3,1
219,90,430,3.25,p90,201403,111203,2014,3,1
219,100,430,4.5,max,201403,111203,2014,3,1
220,0,430,1.3200001,min,201404,110710,2014,4,2
220,10,430,2.1500001,p10,201404,110710,2014,4,2
220,30,430,2.5,p30,201404,110710,2014,4,2
220,50,430,2.7,p50,201404,110710,2014,4,2
220,70,430,2.8499999,p70,201404,110710,2014,4,2
220,90,430,3.25,p90,201404,110710,2014,4,2
220,100,430,4.3000002,max,201404,110710,2014,4,2
221,0,430,1.3200001,min,201405,111771,2014,5,2
221,10,430,2.1500001,p10,201405,111771,2014,5,2
221,30,430,2.5,p30,201405,111771,2014,5,2
221,50,430,2.7,p50,201405,111771,2014,5,2
221,70,430,2.8499999,p70,201405,111771,2014,5,2
221,90,430,3.25,p90,201405,111771,2014,5,2
221,100,430,4.3000002,max,201405,111771,2014,5,2
222,0,430,1.3200001,min,201406,112545,2014,6,2
222,10,430,2.2,p10,201406,112545,2014,6,2
222,30,430,2.5,p30,201406,112545,2014,6,2
222,50,430,2.7,p50,201406,112545,2014,6,2
222,70,430,2.8900001,p70,201406,112545,2014,6,2
222,90,430,3.25,p90,201406,112545,2014,6,2
222,100,430,4.3000002,max,201406,112545,2014,6,2
223,0,430,1.3200001,min,201407,110136,2014,7,3
223,10,430,2.165,p10,201407,110136,2014,7,3
223,30,430,2.5,p30,201407,110136,2014,7,3
223,50,430,2.7,p50,201407,110136,2014,7,3
223,70,430,2.9000001,p70,201407,110136,2014,7,3
223,90,430,3.25,p90,201407,110136,2014,7,3
223,100,430,4.3000002,max,201407,110136,2014,7,3
224,0,430,1.3200001,min,201408,111380,2014,8,3
224,10,430,2.1800001,p10,201408,111380,2014,8,3
224,30,430,2.5,p30,201408,111380,2014,8,3
224,50,430,2.7,p50,201408,111380,2014,8,3
224,70,430,2.9000001,p70,201408,111380,2014,8,3
224,90,430,3.25,p90,201408,111380,2014,8,3
224,100,430,4.3000002,max,201408,111380,2014,8,3
225,0,430,1.3200001,min,201409,111588,2014,9,3
225,10,430,2.2,p10,201409,111588,2014,9,3
225,30,430,2.5,p30,201409,111588,2014,9,3
225,50,430,2.7,p50,201409,111588,2014,9,3
225,70,430,2.9000001,p70,201409,111588,2014,9,3
225,90,430,3.25,p90,201409,111588,2014,9,3
225,100,430,4.3000002,max,201409,111588,2014,9,3
226,0,430,1.3200001,min,201410,111005,2014,10,4
226,10,430,2.2,p10,201410,111005,2014,10,4
226,30,430,2.5,p30,201410,111005,2014,10,4
226,50,430,2.7,p50,201410,111005,2014,10,4
226,70,430,2.9000001,p70,201410,111005,2014,10,4
226,90,430,3.3,p90,201410,111005,2014,10,4
226,100,430,4.3000002,max,201410,111005,2014,10,4
227,0,430,1.3200001,min,201411,111694,2014,11,4
227,10,430,2.2,p10,201411,111694,2014,11,4
227,30,430,2.5,p30,201411,111694,2014,11,4
227,50,430,2.75,p50,201411,111694,2014,11,4
227,70,430,2.95,p70,201411,111694,2014,11,4
227,90,430,3.3499999,p90,201411,111694,2014,11,4
227,100,430,4.3000002,max,201411,111694,2014,11,4
228,0,430,1.3200001,min,201412,111856,2014,12,4
228,10,430,2.2,p10,201412,111856,2014,12,4
228,30,430,2.5,p30,201412,111856,2014,12,4
228,50,430,2.75,p50,201412,111856,2014,12,4
228,70,430,2.95,p70,201412,111856,2014,12,4
228,90,430,3.3499999,p90,201412,111856,2014,12,4
228,100,430,4.25,max,201412,111856,2014,12,4
229,0,430,1.3200001,min,201501,112391,2015,1,1
229,10,430,2.2,p10,201501,112391,2015,1,1
229,30,430,2.52,p30,201501,112391,2015,1,1
229,50,430,2.75,p50,201501,112391,2015,1,1
229,70,430,2.95,p70,201501,112391,2015,1,1
229,90,430,3.3499999,p90,201501,112391,2015,1,1
229,100,430,4.25,max,201501,112391,2015,1,1
230,0,430,1.3200001,min,201502,110155,2015,2,1
230,10,430,2.2,p10,201502,110155,2015,2,1
230,30,430,2.52,p30,201502,110155,2015,2,1
230,50,430,2.75,p50,201502,110155,2015,2,1
230,70,430,2.95,p70,201502,110155,2015,2,1
230,90,430,3.3499999,p90,201502,110155,2015,2,1
230,100,430,4.3000002,max,201502,110155,2015,2,1
231,0,430,1.3200001,min,201503,113572,2015,3,1
231,10,430,2.2,p10,201503,113572,2015,3,1
231,30,430,2.55,p30,201503,113572,2015,3,1
231,50,430,2.75,p50,201503,113572,2015,3,1
231,70,430,2.95,p70,201503,113572,2015,3,1
231,90,430,3.3499999,p90,201503,113572,2015,3,1
231,100,430,4.3000002,max,201503,113572,2015,3,1
232,0,430,1.3200001,min,201504,115749,2015,4,2
232,10,430,2.2,p10,201504,115749,2015,4,2
232,30,430,2.55,p30,201504,115749,2015,4,2
232,50,430,2.75,p50,201504,115749,2015,4,2
232,70,430,2.95,p70,201504,115749,2015,4,2
232,90,430,3.4000001,p90,201504,115749,2015,4,2
232,100,430,4.3000002,max,201504,115749,2015,4,2
233,0,430,1.3200001,min,201505,115916,2015,5,2
233,10,430,2.2,p10,201505,115916,2015,5,2
233,30,430,2.55,p30,201505,115916,2015,5,2
233,50,430,2.8,p50,201505,115916,2015,5,2
233,70,430,2.95,p70,201505,115916,2015,5,2
233,90,430,3.3499999,p90,201505,115916,2015,5,2
233,100,430,4.3000002,max,201505,115916,2015,5,2
234,0,430,1.2,min,201506,116435,2015,6,2
234,10,430,2.2,p10,201506,116435,2015,6,2
234,30,430,2.55,p30,201506,116435,2015,6,2
234,50,430,2.8,p50,201506,116435,2015,6,2
234,70,430,2.95,p70,201506,116435,2015,6,2
234,90,430,3.4000001,p90,201506,116435,2015,6,2
234,100,430,4.25,max,201506,116435,2015,6,2
235,0,430,1.2,min,201507,114735,2015,7,3
235,10,430,2.2,p10,201507,114735,2015,7,3
235,30,430,2.55,p30,201507,114735,2015,7,3
235,50,430,2.8,p50,201507,114735,2015,7,3
235,70,430,2.99,p70,201507,114735,2015,7,3
235,90,430,3.4250002,p90,201507,114735,2015,7,3
235,100,430,4.25,max,201507,114735,2015,7,3
236,0,430,1.2,min,201508,115594,2015,8,3
236,10,430,2.2,p10,201508,115594,2015,8,3
236,30,430,2.5599999,p30,201508,115594,2015,8,3
236,50,430,2.8,p50,201508,115594,2015,8,3
236,70,430,2.99,p70,201508,115594,2015,8,3
236,90,430,3.45,p90,201508,115594,2015,8,3
236,100,430,4.25,max,201508,115594,2015,8,3
237,0,430,1.2,min,201509,115161,2015,9,3
237,10,430,2.2,p10,201509,115161,2015,9,3
237,30,430,2.5999999,p30,201509,115161,2015,9,3
237,50,430,2.8,p50,201509,115161,2015,9,3
237,70,430,3.05,p70,201509,115161,2015,9,3
237,90,430,3.45,p90,201509,115161,2015,9,3
237,100,430,4.25,max,201509,115161,2015,9,3
238,0,430,1.3200001,min,201510,114077,2015,10,4
238,10,430,2.2,p10,201510,114077,2015,10,4
238,30,430,2.5999999,p30,201510,114077,2015,10,4
238,50,430,2.8,p50,201510,114077,2015,10,4
238,70,430,3.05,p70,201510,114077,2015,10,4
238,90,430,3.45,p90,201510,114077,2015,10,4
238,100,430,4.1999998,max,201510,114077,2015,10,4
239,0,430,1.4,min,201511,114172,2015,11,4
239,10,430,2.2,p10,201511,114172,2015,11,4
239,30,430,2.5999999,p30,201511,114172,2015,11,4
239,50,430,2.8,p50,201511,114172,2015,11,4
239,70,430,3.05,p70,201511,114172,2015,11,4
239,90,430,3.49,p90,201511,114172,2015,11,4
239,100,430,4.1999998,max,201511,114172,2015,11,4
240,0,430,1.4,min,201512,114689,2015,12,4
240,10,430,2.2,p10,201512,114689,2015,12,4
240,30,430,2.5999999,p30,201512,114689,2015,12,4
240,50,430,2.8,p50,201512,114689,2015,12,4
240,70,430,3.0999999,p70,201512,114689,2015,12,4
240,90,430,3.45,p90,201512,114689,2015,12,4
240,100,430,4.3499999,max,201512,114689,2015,12,4
241,0,430,1.6,min,201601,115103,2016,1,1
241,10,430,2.2,p10,201601,115103,2016,1,1
241,30,430,2.5999999,p30,201601,115103,2016,1,1
241,50,430,2.8499999,p50,201601,115103,2016,1,1
241,70,430,3.0999999,p70,201601,115103,2016,1,1
241,90,430,3.45,p90,201601,115103,2016,1,1
241,100,430,4.3499999,max,201601,115103,2016,1,1
242,0,430,1.6,min,201602,111250,2016,2,1
242,10,430,2.25,p10,201602,111250,2016,2,1
242,30,430,2.6500001,p30,201602,111250,2016,2,1
242,50,430,2.8499999,p50,201602,111250,2016,2,1
242,70,430,3.0999999,p70,201602,111250,2016,2,1
242,90,430,3.5,p90,201602,111250,2016,2,1
242,100,430,4.3499999,max,201602,111250,2016,2,1
243,0,430,1.6,min,201603,114357,2016,3,1
243,10,430,2.25,p10,201603,114357,2016,3,1
243,30,430,2.6500001,p30,201603,114357,2016,3,1
243,50,430,2.8499999,p50,201603,114357,2016,3,1
243,70,430,3.0999999,p70,201603,114357,2016,3,1
243,90,430,3.45,p90,201603,114357,2016,3,1
243,100,430,4.3499999,max,201603,114357,2016,3,1
244,0,430,1.6,min,201604,116203,2016,4,2
244,10,430,2.25,p10,201604,116203,2016,4,2
244,30,430,2.6500001,p30,201604,116203,2016,4,2
244,50,430,2.8499999,p50,201604,116203,2016,4,2
244,70,430,3.0999999,p70,201604,116203,2016,4,2
244,90,430,3.5,p90,201604,116203,2016,4,2
244,100,430,4.3499999,max,201604,116203,2016,4,2
245,0,430,1.5,min,201605,116594,2016,5,2
245,10,430,2.2,p10,201605,116594,2016,5,2
245,30,430,2.6500001,p30,201605,116594,2016,5,2
245,50,430,2.8499999,p50,201605,116594,2016,5,2
245,70,430,3.1500001,p70,201605,116594,2016,5,2
245,90,430,3.5,p90,201605,116594,2016,5,2
245,100,430,4.4499998,max,201605,116594,2016,5,2
246,0,430,1.5,min,201606,114659,2016,6,2
246,10,430,2.25,p10,201606,114659,2016,6,2
246,30,430,2.6500001,p30,201606,114659,2016,6,2
246,50,430,2.8499999,p50,201606,114659,2016,6,2
246,70,430,3.1500001,p70,201606,114659,2016,6,2
246,90,430,3.55,p90,201606,114659,2016,6,2
246,100,430,4.4499998,max,201606,114659,2016,6,2
247,0,430,1.5,min,201607,114905,2016,7,3
247,10,430,2.25,p10,201607,114905,2016,7,3
247,30,430,2.6500001,p30,201607,114905,2016,7,3
247,50,430,2.9000001,p50,201607,114905,2016,7,3
247,70,430,3.1500001,p70,201607,114905,2016,7,3
247,90,430,3.55,p90,201607,114905,2016,7,3
247,100,430,4.4499998,max,201607,114905,2016,7,3
248,0,430,1.5,min,201608,113603,2016,8,3
248,10,430,2.25,p10,201608,113603,2016,8,3
248,30,430,2.6500001,p30,201608,113603,2016,8,3
248,50,430,2.9000001,p50,201608,113603,2016,8,3
248,70,430,3.1500001,p70,201608,113603,2016,8,3
248,90,430,3.5999999,p90,201608,113603,2016,8,3
248,100,430,4.4499998,max,201608,113603,2016,8,3
249,0,430,1.5,min,201609,114197,2016,9,3
249,10,430,2.2,p10,201609,114197,2016,9,3
249,30,430,2.6500001,p30,201609,114197,2016,9,3
249,50,430,2.9000001,p50,201609,114197,2016,9,3
249,70,430,3.1500001,p70,201609,114197,2016,9,3
249,90,430,3.55,p90,201609,114197,2016,9,3
249,100,430,4.5500002,max,201609,114197,2016,9,3
250,0,430,1.5,min,201610,114508,2016,10,4
250,10,430,2.2,p10,201610,114508,2016,10,4
250,30,430,2.6500001,p30,201610,114508,2016,10,4
250,50,430,2.9000001,p50,201610,114508,2016,10,4
250,70,430,3.1500001,p70,201610,114508,2016,10,4
250,90,430,3.55,p90,201610,114508,2016,10,4
250,100,430,4.5500002,max,201610,114508,2016,10,4
251,0,430,1.5,min,201611,114395,2016,11,4
251,10,430,2.25,p10,201611,114395,2016,11,4
251,30,430,2.6500001,p30,201611,114395,2016,11,4
251,50,430,2.9000001,p50,201611,114395,2016,11,4
251,70,430,3.2,p70,201611,114395,2016,11,4
251,90,430,3.5999999,p90,201611,114395,2016,11,4
251,100,430,4.5500002,max,201611,114395,2016,11,4
252,0,430,1.5,min,201612,115664,2016,12,4
252,10,430,2.25,p10,201612,115664,2016,12,4
252,30,430,2.7,p30,201612,115664,2016,12,4
252,50,430,2.95,p50,201612,115664,2016,12,4
252,70,430,3.2,p70,201612,115664,2016,12,4
252,90,430,3.5999999,p90,201612,115664,2016,12,4
252,100,430,4.6500001,max,201612,115664,2016,12,4
253,0,430,1.5,min,201701,115514,2017,1,1
253,10,430,2.25,p10,201701,115514,2017,1,1
253,30,430,2.7,p30,201701,115514,2017,1,1
253,50,430,2.95,p50,201701,115514,2017,1,1
253,70,430,3.25,p70,201701,115514,2017,1,1
253,90,430,3.5999999,p90,201701,115514,2017,1,1
253,100,430,4.6500001,max,201701,115514,2017,1,1
254,0,430,1.5,min,201702,113871,2017,2,1
254,10,430,2.25,p10,201702,113871,2017,2,1
254,30,430,2.7,p30,201702,113871,2017,2,1
254,50,430,3,p50,201702,113871,2017,2,1
254,70,430,3.25,p70,201702,113871,2017,2,1
254,90,430,3.6500001,p90,201702,113871,2017,2,1
254,100,430,4.75,max,201702,113871,2017,2,1
255,0,430,1.5,min,201703,115353,2017,3,1
255,10,430,2.25,p10,201703,115353,2017,3,1
255,30,430,2.7,p30,201703,115353,2017,3,1
255,50,430,3,p50,201703,115353,2017,3,1
255,70,430,3.25,p70,201703,115353,2017,3,1
255,90,430,3.6500001,p90,201703,115353,2017,3,1
255,100,430,4.75,max,201703,115353,2017,3,1
256,0,430,1.55,min,201704,116734,2017,4,2
256,10,430,2.3,p10,201704,116734,2017,4,2
256,30,430,2.7,p30,201704,116734,2017,4,2
256,50,430,3,p50,201704,116734,2017,4,2
256,70,430,3.25,p70,201704,116734,2017,4,2
256,90,430,3.6500001,p90,201704,116734,2017,4,2
256,100,430,4.75,max,201704,116734,2017,4,2
257,0,430,1.5,min,201705,117085,2017,5,2
257,10,430,2.3,p10,201705,117085,2017,5,2
257,30,430,2.7,p30,201705,117085,2017,5,2
257,50,430,3,p50,201705,117085,2017,5,2
257,70,430,3.25,p70,201705,117085,2017,5,2
257,90,430,3.6500001,p90,201705,117085,2017,5,2
257,100,430,4.75,max,201705,117085,2017,5,2
258,0,430,1.55,min,201706,117261,2017,6,2
258,10,430,2.3,p10,201706,117261,2017,6,2
258,30,430,2.7,p30,201706,117261,2017,6,2
258,50,430,3,p50,201706,117261,2017,6,2
258,70,430,3.3,p70,201706,117261,2017,6,2
258,90,430,3.6500001,p90,201706,117261,2017,6,2
258,100,430,4.75,max,201706,117261,2017,6,2
259,0,430,1.55,min,201707,117558,2017,7,3
259,10,430,2.3,p10,201707,117558,2017,7,3
259,30,430,2.75,p30,201707,117558,2017,7,3
259,50,430,3,p50,201707,117558,2017,7,3
259,70,430,3.3,p70,201707,117558,2017,7,3
259,90,430,3.6500001,p90,201707,117558,2017,7,3
259,100,430,4.8499999,max,201707,117558,2017,7,3
260,0,430,1.55,min,201708,116888,2017,8,3
260,10,430,2.3,p10,201708,116888,2017,8,3
260,30,430,2.75,p30,201708,116888,2017,8,3
260,50,430,3,p50,201708,116888,2017,8,3
260,70,430,3.3,p70,201708,116888,2017,8,3
260,90,430,3.7,p90,201708,116888,2017,8,3
260,100,430,4.8499999,max,201708,116888,2017,8,3
