date,region,price
255,2,3.8
256,2,3.8
257,2,3.8
258,2,3.8
259,2,3.8
260,2,3.8
201,2,2.3
202,2,2.3
203,2,2.3
204,2,2.3
205,2,2.4000001
206,2,2.1099999
207,2,2.1099999
208,2,2.1800001
209,2,2.1800001
210,2,2.1800001
211,2,2.1800001
212,2,2.1800001
213,2,2.1800001
214,2,2.1800001
215,2,2.1800001
216,2,2.1800001
217,2,2.1800001
201,2,3.2
202,2,3.2
203,2,3.2
204,2,3.2
205,2,3.2
206,2,3.2
207,2,3.2
208,2,3.3
209,2,3.3
210,2,3.3
211,2,3.3
212,2,3.3
213,2,3.3
214,2,3.3
215,2,3.3
216,2,3.3
217,2,3.3
218,2,3.3
219,2,3.3
220,2,3.3
221,2,3.3
222,2,3.3
223,2,3.3
224,2,3.3
225,2,3.5999999
226,2,3.5999999
202,2,2.55
201,2,2.5
202,2,2.5999999
203,2,2.5999999
204,2,2.5999999
205,2,2.5999999
227,2,3.8
228,2,3.8
229,2,3.8
230,2,3.8
231,2,3.8
232,2,3.8
233,2,3.8
234,2,3.8
235,2,3.9000001
236,2,3.9000001
237,2,3.99
238,2,3.99
239,2,3.99
240,2,4.3499999
241,2,4.3499999
242,2,4.3499999
243,2,4.3499999
244,2,4.3499999
245,2,4.3499999
246,2,4.4499998
247,2,4.4499998
248,2,4.4499998
249,2,4.5500002
250,2,4.5500002
251,2,4.5500002
252,2,4.6500001
253,2,4.6500001
254,2,4.6500001
255,2,4.6500001
256,2,4.6500001
257,2,4.6500001
258,2,4.6999998
259,2,4.6999998
260,2,4.6999998
201,2,2.49
202,2,2.49
203,2,2.5899999
204,2,2.5899999
205,2,2.5899999
206,2,2.5899999
207,2,2.5899999
208,2,2.6900001
209,2,2.6900001
210,2,2.6900001
211,2,2.6900001
212,2,2.6900001
213,2,2.6900001
214,2,2.6900001
215,2,2.75
216,2,2.75
217,2,2.75
218,2,2.75
219,2,2.8
220,2,2.8
221,2,2.8
222,2,2.8
223,2,2.8
224,2,2.8
225,2,2.8
226,2,2.8499999
201,2,3.4000001
202,2,3.4000001
203,2,3.4000001
204,2,3.4000001
205,2,3.4000001
218,2,2.8
219,2,2.8
220,2,2.9000001
221,2,2.9000001
222,2,2.9000001
223,2,2.9000001
224,2,2.9000001
225,2,2.9000001
226,2,2.8
250,2,2.75
251,2,2.75
252,2,2.8
253,2,2.8499999
254,2,2.8499999
255,2,2.8499999
256,2,2.8499999
257,2,2.8499999
259,2,2.8499999
260,2,2.8499999
201,2,3
202,2,3
203,2,3
204,2,3
205,2,3
218,2,3.3
222,2,3.3499999
223,2,3.3499999
224,2,3.3499999
225,2,3.3499999
226,2,3.3499999
227,2,3.3499999
228,2,3.4000001
229,2,3.4000001
230,2,3.4000001
231,2,3.4000001
232,2,3.4000001
233,2,3.4000001
234,2,3.4000001
235,2,3.5999999
236,2,3.5999999
237,2,3.5999999
238,2,3.5999999
239,2,3.5999999
240,2,3.5999999
241,2,3.5999999
242,2,3.5999999
243,2,3.5999999
244,2,3.5999999
245,2,3.5999999
246,2,3.5999999
247,2,3.5999999
248,2,3.5999999
249,2,3.5999999
250,2,3.5999999
251,2,3.5
252,2,3.5
253,2,3.55
254,2,3.55
255,2,3.55
256,2,3.55
257,2,3.55
258,2,3.55
259,2,3.55
260,2,3.55
201,2,2.3
202,2,2.3
203,2,2.3
204,2,2.3
205,2,2.3
206,2,2.1099999
207,2,2.1099999
208,2,2.1800001
209,2,2.1800001
210,2,2.1800001
211,2,2.1800001
212,2,2.1800001
213,2,2.1800001
214,2,2.1800001
215,2,2.1800001
216,2,2.1800001
217,2,2.1800001
218,2,2.1800001
219,2,2.1800001
220,2,2.1800001
221,2,2.1800001
222,2,2.1800001
223,2,2.1800001
224,2,2.1800001
225,2,2.1800001
226,2,2.1800001
227,2,2.1800001
228,2,2.1800001
229,2,2.1800001
233,2,2.1800001
234,2,2.1800001
235,2,2.1800001
236,2,2.1800001
237,2,2.1800001
238,2,2.1800001
239,2,2.1800001
240,2,2.1800001
241,2,2.2
242,2,2.2
243,2,2.2
244,2,2.2
245,2,2.2
246,2,2.2
247,2,2.2
248,2,2.2
249,2,2.2
250,2,2.2
251,2,2.2
252,2,2.2
253,2,2.25
254,2,2.25
255,2,2.25
256,2,2.25
257,2,2.25
258,2,2.25
259,2,2.25
260,2,2.25
201,2,2.55
202,2,2.55
203,2,2.55
204,2,2.55
205,2,2.55
206,2,2.55
207,2,2.55
208,2,2.55
209,2,2.55
210,2,2.55
211,2,2.55
212,2,2.55
213,2,2.55
214,2,2.55
215,2,2.55
216,2,2.55
217,2,2.55
206,2,4
207,2,4
218,2,3.95
219,2,3.95
220,2,3.95
221,2,3.95
222,2,3.95
223,2,3.95
224,2,3.95
225,2,3.95
226,2,3.95
227,2,3.95
228,2,3.95
229,2,3.95
230,2,3.95
231,2,3.95
232,2,3.75
233,2,3.75
234,2,3.75
235,2,3.95
236,2,3.75
237,2,3.75
238,2,3.75
239,2,3.75
240,2,3.75
241,2,3.75
242,2,3.75
243,2,3.75
244,2,3.75
245,2,3.75
246,2,3.75
247,2,3.75
248,2,3.75
249,2,3.75
250,2,3.75
206,2,2.7
207,2,2.7
208,2,2.7
209,2,2.7
210,2,2.7
211,2,2.7
212,2,2.7
213,2,2.8
214,2,2.8
215,2,2.8
216,2,2.8
217,2,2.8
218,2,2.8
219,2,2.8
220,2,2.8
221,2,2.8
222,2,2.8
223,2,2.8
224,2,2.8
225,2,2.8
226,2,2.8
201,2,2.49
202,2,2.49
203,2,2.5899999
204,2,2.5899999
205,2,2.5899999
206,2,2.5899999
207,2,2.5899999
208,2,2.6900001
209,2,2.6900001
210,2,2.6900001
211,2,2.6900001
212,2,2.6900001
213,2,2.6900001
214,2,2.6500001
215,2,2.75
216,2,2.75
217,2,2.75
218,2,2.75
219,2,2.75
220,2,2.75
221,2,2.75
222,2,2.75
223,2,2.75
224,2,2.75
225,2,2.75
226,2,2.8
227,2,2.8
228,2,2.8
229,2,2.8
230,2,2.8
231,2,2.8
232,2,2.8
233,2,2.8
234,2,2.8
235,2,2.29
236,2,2.29
237,2,2.29
238,2,2.29
239,2,2.99
240,2,2.99
241,2,3.0999999
242,2,3.0999999
243,2,3.0999999
244,2,3.0999999
245,2,3.0999999
246,2,3.0999999
247,2,3.0999999
248,2,3.0999999
249,2,3.0999999
250,2,3.0999999
239,2,3.5
240,2,3.5
241,2,3.5
242,2,3.5
243,2,3.5
244,2,3.5
250,2,3.5
251,2,3.4000001
252,2,3.4000001
253,2,3.4000001
256,2,3.5
257,2,3.5
258,2,3.55
259,2,3.55
260,2,3.55
201,2,3
202,2,3
203,2,3
204,2,3
205,2,3
218,2,4.5
219,2,4.5
220,2,3.5
221,2,3.5
222,2,3.5
206,2,2.5
207,2,2.5
208,2,2.5
209,2,2.5
210,2,2.5
211,2,2.5
212,2,2.5
213,2,2.5
214,2,2.5
215,2,2.5
216,2,2.5
217,2,2.5
218,2,3
219,2,3
220,2,3
221,2,3
222,2,3
223,2,3
224,2,3
225,2,3
226,2,3
227,2,3.2
228,2,3.2
229,2,3.2
230,2,3.2
231,2,3.2
232,2,3.2
233,2,3.2
234,2,3.2
235,2,3.2
236,2,3.2
237,2,3.2
238,2,3.2
239,2,3.2
240,2,3.3
241,2,3.3
242,2,3.3
243,2,3.3
244,2,3.3
245,2,3.3
246,2,3.3
247,2,3.3
248,2,3.5
249,2,3.5
250,2,3.5
227,2,2
228,2,2
229,2,2
230,2,2
231,2,2.2
232,2,2.2
233,2,2.2
234,2,2.2
235,2,2.2
236,2,2.2
237,2,2.2
238,2,2.2
251,2,3.2
252,2,3.2
253,2,3.4000001
254,2,3.4000001
255,2,3.4000001
256,2,3.4000001
257,2,3.4000001
258,2,3.4000001
259,2,3.4000001
260,2,3.4000001
218,2,2.8
219,2,2.8499999
220,2,2.8499999
221,2,2.8499999
222,2,2.8499999
223,2,2.8499999
224,2,2.8499999
225,2,2.8499999
226,2,2.9000001
227,2,2.9000001
228,2,2.9000001
229,2,2.9000001
230,2,2.9000001
231,2,2.9000001
232,2,2.9000001
233,2,2.9000001
234,2,2.9000001
235,2,2.95
236,2,2.95
237,2,3.05
238,2,3.05
201,2,3.25
202,2,3.25
203,2,3.25
204,2,3.25
205,2,3.25
206,2,3.25
207,2,3.25
208,2,3.25
209,2,3.25
210,2,3.25
211,2,3.25
212,2,3.25
213,2,3.25
214,2,3.25
215,2,3.25
216,2,3.45
217,2,3.45
218,2,3.45
219,2,3.45
220,2,3.45
221,2,3.45
222,2,3.45
223,2,3.45
224,2,3.45
225,2,3.45
226,2,3.6500001
227,2,3.6500001
228,2,3.6500001
229,2,3.6500001
230,2,3.6500001
231,2,3.6500001
232,2,3.6500001
233,2,3.6500001
234,2,3.6500001
235,2,3.6500001
236,2,3.6500001
237,2,3.75
238,2,3.75
206,2,2.3
207,2,2.3
208,2,2.3
209,2,2.3
210,2,2.3
211,2,2.3
212,2,2.3
213,2,2.3
218,2,3.0999999
219,2,3.0999999
220,2,3.0999999
221,2,3.0999999
222,2,3.0999999
223,2,3.0999999
224,2,3.4000001
225,2,3.4000001
226,2,3.4000001
227,2,3.4000001
228,2,3.4000001
229,2,3.4000001
230,2,3.4000001
231,2,3.4000001
232,2,3.4000001
233,2,3.5
234,2,3.5
235,2,3.5
236,2,3.5
237,2,3.5
238,2,3.5
239,2,3.5
240,2,3.5
241,2,3.5
242,2,3.5
243,2,3.5
244,2,3.5
245,2,3.5
246,2,3.55
247,2,3.55
248,2,3.55
249,2,3.55
250,2,3.55
251,2,3.55
252,2,3.5999999
253,2,3.5999999
254,2,3.5999999
255,2,3.5999999
256,2,3.5999999
257,2,3.5999999
258,2,3.5999999
259,2,3.5999999
260,2,4.1999998
201,2,2.5899999
202,2,2.5899999
203,2,2.6900001
204,2,2.6900001
205,2,2.6900001
239,2,3.8
240,2,3.9000001
241,2,3.9000001
242,2,3.9000001
243,2,3.9000001
244,2,3.9000001
245,2,3.9000001
246,2,3.9000001
247,2,3.9000001
248,2,3.9000001
249,2,4
250,2,4
201,2,3
202,2,3
203,2,3
204,2,3
205,2,3
251,2,2.75
252,2,3.25
253,2,3.29
254,2,3.29
255,2,3.29
256,2,3.29
257,2,3.29
258,2,3.29
259,2,3.29
260,2,3.29
206,2,2.9000001
207,2,2.9000001
208,2,2.9000001
209,2,2.9000001
210,2,2.9000001
211,2,2.9000001
212,2,2.9000001
213,2,2.9000001
214,2,2.9000001
215,2,2.9000001
216,2,2.9000001
217,2,2.9000001
251,2,3.6500001
252,2,3.75
253,2,3.8499999
254,2,3.8499999
255,2,3.95
256,2,3.6500001
257,2,3.8499999
258,2,3.8499999
259,2,3.95
260,2,3.8499999
201,2,2.95
202,2,2.95
203,2,2.95
204,2,2.95
205,2,2.95
206,2,2.95
207,2,2.95
208,2,2.95
209,2,2.95
210,2,2.95
211,2,2.95
212,2,2.95
213,2,2.95
214,2,2.95
215,2,2.95
216,2,2.95
217,2,2.95
239,2,2.7
240,2,2.7
241,2,2.7
242,2,2.7
243,2,2.7
244,2,2.7
245,2,2.7
246,2,2.7
247,2,2.7
248,2,2.7
249,2,2.7
250,2,2.7
251,2,2.7
252,2,2.75
253,2,2.8
254,2,2.8
255,2,2.8
256,2,2.8
257,2,2.8
258,2,2.8
259,2,2.8
260,2,2.8
206,2,2.55
207,2,2.55
208,2,2.6500001
209,2,2.6500001
210,2,2.6500001
211,2,2.6500001
212,2,2.6500001
213,2,2.6500001
214,2,2.6500001
215,2,2.7
216,2,2.7
217,2,2.7
218,2,2.7
219,2,2.75
220,2,2.75
221,2,2.75
222,2,2.75
223,2,2.75
224,2,2.75
225,2,2.75
226,2,2.8
227,2,2.8
228,2,2.8
229,2,2.8
230,2,2.8
231,2,2.8
232,2,2.8
233,2,2.8
234,2,2.8
235,2,2.8499999
236,2,2.8499999
237,2,2.95
238,2,2.95
239,2,2.95
240,2,3.05
241,2,3.05
242,2,3.05
243,2,3.05
244,2,3.05
245,2,3.05
246,2,3.05
247,2,3.05
248,2,3.05
249,2,3.05
250,2,3.05
251,2,3.05
252,2,3.1500001
253,2,3.1500001
254,2,3.1500001
255,2,3.1500001
256,2,3.1500001
257,2,3.1500001
258,2,3.1500001
259,2,3.1500001
260,2,3.25
201,2,2.6500001
202,2,2.6500001
203,2,2.75
204,2,2.75
205,2,2.75
206,2,2.75
207,2,2.75
208,2,2.8499999
209,2,2.8499999
210,2,2.8499999
211,2,2.8499999
212,2,2.8499999
213,2,2.8499999
214,2,2.8499999
215,2,2.9000001
216,2,2.9000001
217,2,2.9000001
218,2,2.9000001
219,2,2.95
220,2,2.95
221,2,2.95
222,2,2.95
223,2,2.95
224,2,2.95
225,2,2.95
226,2,3.05
251,2,3.45
252,2,3.45
253,2,3.45
254,2,3.5
255,2,3.5
256,2,3.5
257,2,3.5
258,2,3.5
259,2,3.5
260,2,3.5
201,2,2.3
202,2,2.3
203,2,2.3
205,2,2.7
206,2,2.7
207,2,2.7
208,2,2.7
209,2,2.7
210,2,2.7
213,2,2.7
214,2,2.7
215,2,2.7
216,2,2.7
217,2,2.7
206,2,2.6900001
207,2,2.6900001
208,2,2.79
209,2,2.79
210,2,2.79
211,2,2.79
212,2,2.79
213,2,2.79
214,2,2.79
215,2,2.8499999
216,2,2.8499999
217,2,2.8499999
218,2,2.8499999
219,2,2.9000001
220,2,2.9000001
221,2,2.9000001
222,2,2.9000001
223,2,2.9000001
224,2,2.9000001
225,2,2.9000001
226,2,2.99
227,2,2.99
228,2,2.99
229,2,2.99
230,2,2.99
231,2,2.99
232,2,2.99
233,2,2.99
234,2,2.99
235,2,3.05
236,2,3.05
237,2,3.1500001
238,2,3.1500001
239,2,3.1500001
240,2,3.25
241,2,3.25
242,2,3.25
243,2,3.25
244,2,3.25
245,2,3.25
246,2,3.25
247,2,3.25
248,2,3.25
249,2,3.25
250,2,3.25
251,2,3.25
252,2,3.3
253,2,3.3
254,2,3.3
255,2,3.3
256,2,3.3
257,2,3.3
258,2,3.3499999
259,2,3.3499999
260,2,3.3499999
227,2,2.75
228,2,2.75
229,2,2.75
230,2,2.75
231,2,2.75
232,2,2.75
233,2,2.75
234,2,2.75
235,2,2.75
236,2,2.75
237,2,2.75
238,2,2.75
239,2,2.75
240,2,2.75
241,2,2.75
242,2,2.75
243,2,2.8
244,2,2.8
245,2,2.8
246,2,2.8
247,2,2.8
248,2,2.9000001
249,2,2.9000001
250,2,2.9000001
251,2,2.95
252,2,2.95
253,2,2.95
254,2,2.95
255,2,2.95
256,2,2.95
257,2,2.95
258,2,2.95
259,2,3.0999999
260,2,3.0999999
227,2,2.95
228,2,2.95
229,2,2.95
230,2,2.95
231,2,2.95
232,2,2.95
233,2,2.95
234,2,2.95
235,2,2.99
236,2,2.99
237,2,3.0899999
238,2,3.0899999
239,2,3.0899999
240,2,3.2
241,2,3.2
242,2,3.2
243,2,3.2
244,2,3.2
245,2,3.2
246,2,3.2
247,2,3.2
248,2,3.2
249,2,3.2
250,2,3.2
251,2,3.2
252,2,3.25
253,2,3.25
254,2,3.25
255,2,3.25
256,2,3.25
257,2,3.25
258,2,3.3
259,2,3.3
260,2,3.3
201,2,2.6500001
202,2,2.6500001
203,2,2.7
204,2,2.7
205,2,2.7
206,2,2.7
207,2,2.7
208,2,2.7
209,2,2.7
210,2,2.7
211,2,2.7
212,2,2.7
213,2,2.7
214,2,2.7
215,2,2.7
216,2,2.7
217,2,2.7
218,2,2.7
219,2,2.7
220,2,2.7
221,2,2.7
223,2,2.2
224,2,2.2
225,2,2.2
226,2,2.2
201,2,3
204,2,3
206,2,2.95
207,2,2.95
208,2,2.95
209,2,2.95
210,2,2.95
211,2,2.95
212,2,2.95
213,2,2.95
214,2,2.95
216,2,2.95
217,2,2.95
201,2,3.3
202,2,3.3
203,2,3.3
204,2,3.3
205,2,3.3
206,2,3.0999999
207,2,3.3
208,2,3.3
209,2,3.3
210,2,3.3
211,2,3.3
212,2,3.3
213,2,3.3
214,2,3.3
215,2,3.5
216,2,3.5
217,2,3.5
218,2,3.5
219,2,3.5
220,2,3.5
221,2,3.5
222,2,3.5
223,2,3.3
224,2,3.3
225,2,3.3
226,2,3.9000001
239,2,2.9000001
240,2,2.99
241,2,2.99
242,2,2.99
243,2,2.99
244,2,2.99
245,2,2.99
246,2,2.99
247,2,2.99
248,2,2.99
249,2,2.99
250,2,2.99
251,2,2.99
252,2,3.05
253,2,3.05
254,2,3.05
255,2,3.05
256,2,3.05
257,2,3.05
258,2,3.0999999
259,2,3.0999999
260,2,3.0999999
201,2,1.8
202,2,1.8
203,2,1.8
204,2,1.8
205,2,1.8
239,2,3
240,2,3
241,2,3
242,2,3
243,2,3
244,2,3
245,2,3.05
246,2,3.05
247,2,3.05
248,2,3.05
249,2,3.05
250,2,3.05
251,2,3.05
252,2,3.0999999
253,2,3.0999999
254,2,3.0999999
255,2,3.0999999
256,2,3.0999999
257,2,3.0999999
258,2,3.0999999
259,2,3.0999999
260,2,3.0999999
201,2,2.5
204,2,2.7
205,2,2.7
206,2,2.7
207,2,2.7
208,2,2.7
209,2,2.7
210,2,2.7
211,2,2.7
212,2,2.7
213,2,2.7
214,2,2.7
215,2,2.7
216,2,2.7
217,2,2.7
201,2,2.6500001
202,2,2.6500001
203,2,2.6500001
204,2,2.6500001
205,2,2.6500001
206,2,2.6500001
207,2,2.6500001
208,2,2.6500001
209,2,2.6500001
210,2,2.7
211,2,2.7
212,2,2.7
213,2,2.7
214,2,2.7
215,2,2.7
216,2,2.7
218,2,2.9000001
219,2,2.9000001
220,2,2.9000001
221,2,2.9000001
222,2,2.9000001
223,2,2.9000001
224,2,2.9000001
225,2,2.9000001
226,2,2.9000001
227,2,2.95
228,2,2.95
229,2,2.95
230,2,2.95
231,2,2.95
232,2,2.95
235,2,2.95
236,2,2.95
237,2,2.95
238,2,2.95
239,2,3.05
240,2,3.05
241,2,3.05
242,2,3.05
243,2,3.05
244,2,3.05
245,2,3.05
246,2,3.05
247,2,3.05
248,2,3.05
249,2,3.1500001
250,2,3.1500001
251,2,3.1500001
252,2,3.1500001
253,2,3.25
254,2,3.25
255,2,3.25
256,2,3.25
257,2,3.25
258,2,3.25
259,2,3.3499999
260,2,3.3499999
218,2,2.6500001
219,2,2.6500001
220,2,2.7
221,2,2.7
222,2,2.6500001
223,2,2.7
224,2,2.7
225,2,2.7
226,2,2.75
201,2,2.25
202,2,2.25
203,2,2.25
204,2,2.25
205,2,2.25
206,2,2.25
207,2,2.25
208,2,2.25
209,2,2.3499999
218,2,2.95
219,2,2.95
220,2,2.95
221,2,3
222,2,3
223,2,3
224,2,3
225,2,3
226,2,3.0999999
227,2,3.0999999
228,2,3.0999999
229,2,3.0999999
201,2,2.8900001
202,2,2.8900001
203,2,2.99
204,2,2.99
205,2,2.99
206,2,2.99
207,2,2.99
208,2,3.0899999
209,2,3.0899999
210,2,3.0899999
211,2,3.0899999
212,2,3.0899999
213,2,3.0899999
214,2,3.0899999
215,2,3.1500001
216,2,3.1500001
217,2,3.1500001
201,2,2.5999999
202,2,2.5999999
203,2,2.5999999
204,2,2.5999999
206,2,2.95
207,2,2.95
208,2,2.95
209,2,2.95
210,2,2.95
211,2,2.95
212,2,2.95
213,2,2.95
214,2,3.05
215,2,3.05
216,2,3.05
217,2,3.05
250,2,3.25
251,2,3.25
252,2,3.3
253,2,3.3
254,2,3.3
255,2,3.3
256,2,3.3
257,2,3.3
258,2,3.3499999
259,2,3.3499999
260,2,3.3499999
218,2,2.5999999
219,2,2.5999999
220,2,2.5999999
221,2,2.5999999
222,2,2.5999999
223,2,2.5999999
224,2,2.5999999
225,2,2.5999999
226,2,2.7
227,2,2.7
228,2,2.7
229,2,2.7
230,2,2.7
231,2,2.7
232,2,2.7
233,2,2.7
234,2,2.7
235,2,2.7
236,2,2.7
237,2,2.7
238,2,2.7
206,2,2.5
207,2,2.5
208,2,2.5
209,2,2.5
210,2,2.5
211,2,2.5
212,2,2.5
213,2,2.5
214,2,2.5
215,2,2.5
216,2,2.5
217,2,2.5
201,2,2.2
202,2,2.2
203,2,2.2
204,2,2.2
205,2,2.2
206,2,2.2
207,2,2.25
208,2,2.25
209,2,2.25
210,2,2.25
211,2,2.25
212,2,2.25
213,2,2.3
214,2,2.3
215,2,2.3
216,2,2.3499999
217,2,2.3499999
218,2,2.3499999
219,2,2.3499999
220,2,2.3499999
221,2,2.3499999
222,2,2.4000001
223,2,2.4000001
224,2,2.4000001
225,2,2.4000001
226,2,2.45
227,2,2.45
229,2,2.45
230,2,2.45
231,2,2.45
232,2,2.45
233,2,2.45
234,2,2.45
235,2,2.45
236,2,2.5999999
237,2,2.5999999
238,2,2.5999999
239,2,2.75
240,2,2.75
241,2,2.75
242,2,2.75
243,2,2.75
244,2,2.75
245,2,2.75
246,2,2.75
247,2,3.2
248,2,3.2
249,2,3.2
250,2,3.2
251,2,3.2
252,2,3.2
253,2,3.4000001
254,2,3.4000001
255,2,3.4000001
256,2,3.4000001
257,2,3.4000001
258,2,3.4000001
259,2,3.4000001
260,2,3.4000001
202,2,2.3
203,2,2.3
204,2,2.3
205,2,2.3
206,2,2.3
207,2,2.3499999
208,2,2.3699999
209,2,2.3699999
210,2,2.3699999
211,2,2.3699999
212,2,2.3499999
213,2,2.4000001
214,2,2.4000001
215,2,2.4000001
216,2,2.5
217,2,2.5
218,2,2.5
219,2,2.5
220,2,2.5
221,2,2.5
222,2,2.5
223,2,2.5
224,2,2.5
225,2,2.5999999
226,2,2.6500001
218,2,3
219,2,3
220,2,3
221,2,3
222,2,3
223,2,3
224,2,3
225,2,3
